	enrichment	p	FDR	nonNull	instanceCount	specificity	reliable
staurosporine	-0.495573770491803	0.1938	0.698935243243243	0.25	4	0.178082191780822	FALSE
NU-1025	-0.691967213114754	0.18902	0.696977971830986	1	2	0.150537634408602	TRUE
acetylsalicylic acid	-0.233871374527112	0.41209	0.851489039370079	0.538461538461538	13	0.657754010695187	TRUE
flufenamic acid	-0.295300546448087	0.57295	0.909080666666667	0.333333333333333	6	0.782857142857143	FALSE
N-phenylanthranilic acid	-0.841475409836066	1e-05	0.000242407407407407	1	1	0.192546583850932	FALSE
monorden	0.47301043219076	4e-05	0.000887457627118644	0.545454545454545	22	0.0588235294117647	TRUE
sirolimus	-0.417466467958271	0	0	0.5	44	0.184931506849315	FALSE
arachidonyltrifluoromethane	0.727704918032787	0.14765	0.649755973154362	0	2	0.163522012578616	FALSE
trichostatin A	-0.277645469284814	0	0	0.395604395604396	182	0.598039215686274	FALSE
diclofenac	0.282786885245902	0.72941	0.942544610069102	0.4	5	0.6171875	FALSE
mercaptopurine	-0.678688524590164	0.20556	0.7007240625	0.5	2	0.164383561643836	FALSE
nifedipine	-0.303770491803279	0.45103	0.87131275	0.285714285714286	7	0.425	FALSE
nitrendipine	-0.289672131147541	0.70317	0.942544610069102	0.6	5	0.668711656441718	TRUE
felodipine	-0.382576112412178	0.1952	0.698935243243243	0.571428571428571	7	0.381818181818182	TRUE
azathioprine	-0.179765807962529	0.94781	0.998604378834356	0.428571428571429	7	0.940397350993378	FALSE
sodium phenylbutyrate	-0.222459016393443	0.80835	0.952836534653465	0.285714285714286	7	0.908496732026144	FALSE
novobiocin	0.42167577413479	0.05665	0.478418387096774	0.333333333333333	9	0.0692307692307692	FALSE
fasudil	0.538852459016393	0.42572	0.85470472392638	0.5	2	0.288888888888889	FALSE
2-deoxy-D-glucose	0.770983606557377	1e-05	0.000242407407407407	0	1	0.394736842105263	FALSE
imatinib	0.448688524590164	0.68612	0.93892739039666	0	2	0.808641975308642	FALSE
pirinixic acid	0.491803278688525	0.12179	0.616415509433962	0.6	5	0.0692307692307692	TRUE
rosiglitazone	0.164683840749415	0.7841	0.950192680695334	0.357142857142857	14	0.834437086092715	FALSE
troglitazone	-0.111270491803279	0.97513	0.998604378834356	0.375	16	0.986111111111111	FALSE
cobalt chloride	0.590655737704918	0.15613	0.65491821086262	0.333333333333333	3	0.12972972972973	FALSE
wortmannin	-0.211384335154827	0.34735	0.809421542553191	0.5	18	0.726114649681529	FALSE
tetraethylenepentamine	-0.240874316939891	0.80497	0.952836534653465	0.333333333333333	6	0.868571428571429	FALSE
clozapine	0.248428158148505	0.20534	0.7007240625	0.352941176470588	17	0.369942196531792	FALSE
thioridazine	-0.305081967213115	0.03775	0.374354166666667	0.25	20	0.440860215053763	FALSE
haloperidol	0.134733606557377	0.55816	0.908745572139304	0.3125	32	0.787564766839378	FALSE
chlorpromazine	-0.0921656600517687	0.99226	0.998604378834356	0.315789473684211	19	1	FALSE
trifluoperazine	-0.292827868852459	0.10256	0.571633644067797	0.4375	16	0.471153846153846	FALSE
iloprost	0.91672131147541	0.00112	0.0229075	1	3	0.0131578947368421	TRUE
copper sulfate	-0.362459016393443	0.56098	0.909080666666667	0.25	4	0.580882352941177	FALSE
oxamic acid	-0.988688524590164	1e-05	0.000242407407407407	1	1	0.0189873417721519	FALSE
W-13	-0.837540983606557	0.05231	0.466729256756757	1	2	0.0466666666666667	TRUE
arachidonic acid	0.491967213114754	0.35181	0.810799192982456	0.333333333333333	3	0.352564102564103	FALSE
oligomycin	-0.70344262295082	1e-05	0.000242407407407407	1	1	0.65359477124183	FALSE
prochlorperazine	-0.341147540983607	0.03536	0.370230551181102	0.5625	16	0.311320754716981	TRUE
quinpirole	-0.398360655737705	0.44234	0.870711368421053	0.25	4	0.614814814814815	FALSE
deferoxamine	0.200327868852459	0.84729	0.965511629310345	0.375	8	0.919463087248322	FALSE
calmidazolium	0.569508196721311	0.37042	0.828336977928693	0	2	0.636842105263158	FALSE
fluphenazine	-0.170619307832423	0.60951	0.917842643020595	0.444444444444444	18	0.745762711864407	FALSE
dopamine	0.831967213114754	1e-05	0.000242407407407407	1	1	0.324503311258278	FALSE
gefitinib	-0.923114754098361	1e-05	0.000242407407407407	1	1	0.131578947368421	FALSE
"1,5-isoquinolinediol"	-0.719672131147541	1e-05	0.000242407407407407	1	1	0.56	FALSE
"4,5-dianilinophthalimide"	-0.471639344262295	0.6083	0.917842643020595	0.5	2	0.804232804232804	FALSE
fisetin	-0.653934426229508	1e-05	0.000242407407407407	0	1	0.725388601036269	FALSE
butein	-0.393606557377049	0.8367	0.95989509202454	0.5	2	0.845070422535211	FALSE
HNMPA-(AM)3	-0.870491803278688	1e-05	0.000242407407407407	1	1	0.163265306122449	FALSE
dimethyloxalylglycine	-0.950819672131147	1e-05	0.000242407407407407	1	1	0.0782608695652174	FALSE
3-aminobenzamide	-0.651967213114754	1e-05	0.000242407407407407	0	1	0.58125	FALSE
bucladesine	0.246065573770492	0.78521	0.950192680695334	0.333333333333333	6	0.82089552238806	FALSE
probucol	0.403005464480874	0.21701	0.710083656716418	0.166666666666667	6	0.1	FALSE
geldanamycin	0.643879781420765	0	0	0.8	15	0.0491803278688525	TRUE
resveratrol	-0.420655737704918	0.05767	0.483910448717949	0.333333333333333	9	0.398148148148148	FALSE
5666823	0.972786885245902	1e-05	0.000242407407407407	1	1	0.024390243902439	FALSE
nocodazole	-0.718524590163934	0.00121	0.0243675384615385	1	6	0.00806451612903226	TRUE
colchicine	-0.224754098360656	0.86406	0.969299357326478	0.5	6	0.901408450704225	FALSE
benserazide	-0.227213114754098	0.90617	0.985252957746479	0.4	5	0.908108108108108	FALSE
pentamidine	-0.179016393442623	0.98773	0.998604378834356	0.4	5	0.988950276243094	FALSE
paclitaxel	0.416284153005465	0.18673	0.692435042492918	0.166666666666667	6	0.17741935483871	FALSE
tioguanine	-0.947540983606557	1e-05	0.000242407407407407	1	1	0.05	FALSE
splitomicin	0.971475409836066	1e-05	0.000242407407407407	1	1	0.027972027972028	FALSE
U0125	-0.51655737704918	1e-05	0.000242407407407407	0	1	0.972677595628415	FALSE
docosahexaenoic acid ethyl ester	0.958032786885246	0.00345	0.064515	1	2	0	TRUE
butirosin	0.412459016393443	0.39808	0.8474075	0.5	4	0.223776223776224	FALSE
colforsin	-0.506393442622951	0.10266	0.571633644067797	0	5	0.0884955752212389	FALSE
rottlerin	0.640491803278689	0.09482	0.565675	0	3	0.393782383419689	FALSE
prazosin	0.236393442622951	0.82221	0.957538158362989	0.166666666666667	6	0.774193548387097	FALSE
5252917	0.594098360655738	0.32875	0.793973708487085	0	2	0.394557823129252	FALSE
Y-27632	0.823770491803279	0.06152	0.490953855421687	1	2	0.0852713178294574	TRUE
5255229	0.536065573770492	0.43051	0.861678272171254	0	2	0.37037037037037	FALSE
5211181	-0.389344262295082	0.84634	0.965511629310345	0.5	2	0.703703703703704	FALSE
carbamazepine	-0.285819672131148	0.44914	0.87131275	0.375	8	0.56969696969697	FALSE
blebbistatin	-0.445245901639344	0.69638	0.941040503597122	0.5	2	0.851351351351351	FALSE
5248896	0.515737704918033	0.46805	0.885624444444444	0	2	0.60625	FALSE
5224221	0.752459016393443	0.12279	0.616415509433962	0	2	0.396648044692737	FALSE
5279552	0.584426229508197	0.34407	0.809421542553191	0.5	2	0.340277777777778	FALSE
5253409	0.608032786885246	0.30563	0.779646429942418	0	2	0.333333333333333	FALSE
5230742	0.789344262295082	0.08921	0.564134734299517	1	2	0.0542635658914729	TRUE
oxaprozin	0.344699453551913	0.38303	0.838438578595318	0.333333333333333	6	0.443786982248521	FALSE
quinostatin	-0.918688524590164	0.01319	0.198456436781609	1	2	0.16030534351145	TRUE
ikarugamycin	-0.403934426229508	0.58327	0.91437177245509	0.333333333333333	3	0.621212121212121	FALSE
5182598	0.822786885245902	0.06226	0.490953855421687	1	2	0.215686274509804	TRUE
pyrvinium	-0.287540983606557	0.60716	0.917842643020595	0.5	6	0.752577319587629	FALSE
ionomycin	-0.551639344262295	0.22228	0.714900540540541	0.666666666666667	3	0.319672131147541	TRUE
depudecin	0.351475409836066	0.91868	0.991090765432099	0.5	2	0.8875	FALSE
5186223	0.584754098360656	1e-05	0.000242407407407407	0	1	0.870786516853933	FALSE
celastrol	0.772459016393443	1e-05	0.000242407407407407	0	1	0.487562189054726	FALSE
5286656	0.574590163934426	1e-05	0.000242407407407407	0	1	0.835820895522388	FALSE
5149715	0.767540983606557	1e-05	0.000242407407407407	0	1	0.368098159509202	FALSE
5162773	0.780327868852459	1e-05	0.000242407407407407	0	1	0.420118343195266	FALSE
pararosaniline	0.706229508196721	1e-05	0.000242407407407407	0	1	0.651933701657459	FALSE
5152487	-0.89983606557377	1e-05	0.000242407407407407	1	1	0.148387096774194	FALSE
5213008	0.992950819672131	1e-05	0.000242407407407407	1	1	0	FALSE
5186324	0.899344262295082	1e-05	0.000242407407407407	1	1	0.138297872340426	FALSE
5114445	-0.70672131147541	1e-05	0.000242407407407407	1	1	0.458333333333333	FALSE
5151277	0.961803278688525	1e-05	0.000242407407407407	1	1	0.078125	FALSE
5109870	-0.800655737704918	1e-05	0.000242407407407407	1	1	0.468085106382979	FALSE
clotrimazole	0.514754098360656	0.09272	0.565675	0.2	5	0.245810055865922	FALSE
5140203	0.785737704918033	1e-05	0.000242407407407407	1	1	0.413793103448276	FALSE
HC toxin	-0.860655737704918	1e-05	0.000242407407407407	1	1	0.523255813953488	FALSE
topiramate	0.552622950819672	1e-05	0.000242407407407407	0	1	0.954838709677419	FALSE
decitabine	0.843934426229508	1e-05	0.000242407407407407	1	1	0.320855614973262	FALSE
alvespimycin	0.425792349726776	0.01688	0.237590537634409	0.583333333333333	12	0.218390804597701	TRUE
vorinostat	-0.343497267759563	0.09019	0.564874210526316	0.583333333333333	12	0.646017699115044	TRUE
(-)-catechin	0.628688524590164	1e-05	0.000242407407407407	0	1	0.730769230769231	FALSE
demecolcine	0.606065573770492	1e-05	0.000242407407407407	0	1	0.811111111111111	FALSE
monensin	0.190819672131148	0.95108	0.998604378834356	0.5	6	0.994652406417112	FALSE
"12,13-EODE"	0.960655737704918	1e-05	0.000242407407407407	1	1	0.116564417177914	FALSE
3-hydroxy-DL-kynurenine	-0.190218579234973	0.9522	0.998604378834356	0.333333333333333	6	0.949720670391061	FALSE
doxycycline	0.462950819672131	0.16749	0.672618475609756	0.6	5	0.140740740740741	TRUE
tyrphostin AG-825	-0.895573770491803	1e-05	0.000242407407407407	1	1	0.157894736842105	FALSE
phenanthridinone	0.77344262295082	1e-05	0.000242407407407407	0	1	0.591666666666667	FALSE
yohimbine	0.268524590163934	0.78174	0.950192680695334	0.2	5	0.68503937007874	FALSE
DL-PPMP	0.936065573770492	1e-05	0.000242407407407407	1	1	0.145945945945946	FALSE
cytochalasin B	-0.885409836065574	1e-05	0.000242407407407407	1	1	0.485148514851485	FALSE
BW-B70C	0.742786885245902	1e-05	0.000242407407407407	0	1	0.514285714285714	FALSE
minocycline	-0.171639344262295	0.99229	0.998604378834356	0.4	5	1	FALSE
phentolamine	-0.416580796252927	0.12796	0.617491875	0.714285714285714	7	0.0916030534351145	TRUE
MG-132	0.780163934426229	1e-05	0.000242407407407407	0	1	0.585365853658537	FALSE
tyrphostin AG-1478	0.674918032786885	1e-05	0.000242407407407407	0	1	0.812865497076023	FALSE
procainamide	-0.359180327868852	0.57287	0.909080666666667	0.5	4	0.616580310880829	FALSE
thioguanosine	-0.678524590163934	0.02273	0.280028130841121	0.75	4	0.126760563380282	TRUE
amoxicillin	-0.429672131147541	0.34779	0.809421542553191	0.5	4	0.55	FALSE
benfluorex	-0.24	0.93199	0.998604378834356	0.25	4	0.943262411347518	FALSE
naftidrofuryl	-0.413934426229508	0.39376	0.8474075	0.5	4	0.235294117647059	FALSE
pentoxyverine	-0.368032786885246	0.54163	0.903685106382979	0.5	4	0.751269035532995	FALSE
clomifene	-0.235245901639344	0.9424	0.998604378834356	0.5	4	0.963768115942029	FALSE
zoxazolamine	-0.44327868852459	0.30985	0.779646429942418	0.5	4	0.505050505050505	FALSE
N6-methyladenosine	0.499672131147541	0.18671	0.692435042492918	0.5	4	0.179640718562874	FALSE
chlorprothixene	0.470655737704918	0.24357	0.73605159453303	0.25	4	0.322429906542056	FALSE
cefalexin	-0.306229508196721	0.6384	0.932903017817372	0.4	5	0.899470899470899	FALSE
bepridil	-0.60655737704918	0.0617	0.490953855421687	0.75	4	0.159090909090909	TRUE
bezafibrate	0.305245901639344	0.75273	0.943985164938737	0.5	4	0.781818181818182	FALSE
dequalinium chloride	0.539180327868853	0.13058	0.620352173913044	0	4	0.231884057971014	FALSE
oxantel	0.47672131147541	0.23019	0.726069180722892	0.5	4	0.144827586206897	FALSE
tacrine	0.348688524590164	0.60732	0.917842643020595	0.25	4	0.534591194968553	FALSE
guanfacine	-0.284754098360656	0.72226	0.942544610069102	0.4	5	0.81767955801105	FALSE
ritodrine	-0.29672131147541	0.77884	0.950192680695334	0.25	4	0.737931034482759	FALSE
dextromethorphan	-0.243770491803279	0.92241	0.992956159539474	0.25	4	0.964467005076142	FALSE
buspirone	-0.446885245901639	0.30068	0.779243043478261	0.5	4	0.231707317073171	FALSE
ketoconazole	-0.331639344262295	0.66511	0.938177790948276	0.5	4	0.596273291925466	FALSE
bisoprolol	0.37672131147541	0.51163	0.888227679045093	0.5	4	0.442748091603053	FALSE
flupentixol	-0.421147540983607	0.37206	0.828336977928693	0.25	4	0.424	FALSE
droperidol	0.507868852459016	0.17344	0.681780660660661	0.5	4	0.0984848484848485	FALSE
benzbromarone	-0.441147540983607	0.48053	0.887780586630287	0.333333333333333	3	0.584905660377358	FALSE
clebopride	-0.384754098360656	0.48456	0.887780586630287	0.5	4	0.493421052631579	FALSE
fusidic acid	0.48655737704918	0.21068	0.707128512820513	0.25	4	0.176470588235294	FALSE
hesperidin	0.55327868852459	0.1134	0.605083935742972	0.75	4	0.072992700729927	TRUE
testosterone	-0.521311475409836	0.08542	0.563511666666667	0.8	5	0.116883116883117	TRUE
androsterone	-0.300819672131148	0.76628	0.94450143126177	0.5	4	0.666666666666667	FALSE
suloctidil	-0.253114754098361	0.89817	0.985252957746479	0.25	4	0.912087912087912	FALSE
coralyne	0.472295081967213	0.24018	0.73605159453303	0.25	4	0.202453987730061	FALSE
domperidone	0.245901639344262	0.91677	0.990141856435644	0.5	4	0.907103825136612	FALSE
ouabain	-0.819672131147541	0.00204	0.03927	1	4	0.0350877192982456	TRUE
arecoline	-0.338032786885246	0.64378	0.934309634146341	0.5	4	0.802469135802469	FALSE
anisomycin	0.580983606557377	0.0839	0.563511666666667	0	4	0.561855670103093	FALSE
carcinine	0.234262295081967	0.9445	0.998604378834356	0.25	4	0.912	FALSE
corticosterone	0.383606557377049	0.48866	0.887780586630287	0.25	4	0.61340206185567	FALSE
fusaric acid	-0.235081967213115	0.94272	0.998604378834356	0.25	4	0.956284153005464	FALSE
lactobionic acid	-0.315409836065574	0.71961	0.942544610069102	0.5	4	0.621468926553672	FALSE
cefixime	-0.480819672131148	0.222	0.714900540540541	0.75	4	0.215311004784689	TRUE
calcium pantothenate	-0.314590163934426	0.72241	0.942544610069102	0.25	4	0.848167539267016	FALSE
levothyroxine sodium	0.34983606557377	0.60387	0.917842643020595	0.25	4	0.578231292517007	FALSE
carbarsone	0.605901639344262	0.06222	0.490953855421687	0.75	4	0.036144578313253	TRUE
carisoprodol	0.563606557377049	0.10143	0.571633644067797	0.5	4	0.0860927152317881	FALSE
cyanocobalamin	-0.34672131147541	0.61445	0.9192172	0.25	4	0.664864864864865	FALSE
SR-95531	0.470655737704918	0.24357	0.73605159453303	0.5	4	0.10738255033557	FALSE
lumicolchicine	-0.393606557377049	0.61172	0.917842643020595	0.333333333333333	3	0.554285714285714	FALSE
metrizamide	0.851639344262295	0.00092	0.0191155555555556	1	4	0.00684931506849315	TRUE
cefotetan	0.591420765027322	0.15499	0.65491821086262	0.666666666666667	3	0.111111111111111	TRUE
dl-alpha tocopherol	0.465737704918033	0.25441	0.746158150537634	0.5	4	0.108527131782946	FALSE
apigenin	-0.662131147540984	0.02907	0.330892434782609	0	4	0.167567567567568	FALSE
7-aminocephalosporanic acid	0.457540983606557	0.27376	0.756399351464435	0.5	4	0.231788079470199	FALSE
cefadroxil	-0.283114754098361	0.82002	0.956654033837934	0.25	4	0.81	FALSE
ginkgolide A	0.328196721311475	0.67674	0.93892739039666	0.25	4	0.767857142857143	FALSE
lysergol	0.477049180327869	0.22957	0.725862632850241	0.5	4	0.24203821656051	FALSE
N-acetylmuramic acid	-0.331967213114754	0.66411	0.938177790948276	0.25	4	0.657534246575342	FALSE
piperine	0.285081967213115	0.81409	0.954877965949821	0.5	4	0.804195804195804	FALSE
pepstatin	-0.358196721311475	0.57626	0.911019734299517	0.5	4	0.577380952380952	FALSE
N-acetyl-L-aspartic acid	0.436885245901639	0.32756	0.792561996303142	0.25	4	0.3	FALSE
Chicago Sky Blue 6B	0.490983606557377	0.20222	0.700710104986877	0.5	4	0.448484848484848	FALSE
cyclobenzaprine	0.501639344262295	0.1837	0.689705014245014	0.25	4	0.416666666666667	FALSE
mebhydrolin	-0.438032786885246	0.32422	0.791374285714286	0.5	4	0.369747899159664	FALSE
myricetin	-0.45655737704918	0.27605	0.756399351464435	0.75	4	0.306306306306306	TRUE
brompheniramine	-0.372786885245902	0.52546	0.891847270375162	0.25	4	0.384615384615385	FALSE
SR-95639A	0.421639344262295	0.37072	0.828336977928693	0.5	4	0.296969696969697	FALSE
bacampicillin	-0.233114754098361	0.94692	0.998604378834356	0.5	4	0.926470588235294	FALSE
buflomedil	-0.485081967213115	0.21323	0.710083656716418	0.75	4	0.368131868131868	TRUE
digitoxigenin	-0.948360655737705	0	0	1	4	0	TRUE
carteolol	-0.440983606557377	0.31604	0.785176875	0.25	4	0.455621301775148	FALSE
meclocycline	0.344262295081967	0.62227	0.921140496054115	0.25	4	0.716666666666667	FALSE
naringenin	0.50655737704918	0.17576	0.686775641791045	0.25	4	0.560846560846561	FALSE
primaquine	-0.522950819672131	0.15266	0.65491821086262	0.75	4	0.110091743119266	TRUE
amantadine	-0.248196721311475	0.91065	0.985972580645161	0.25	4	0.915032679738562	FALSE
betulinic acid	0.200819672131147	0.98762	0.998604378834356	0.25	4	1	FALSE
chlorogenic acid	0.301803278688525	0.76342	0.943985164938737	0.25	4	0.911602209944751	FALSE
naltrexone	0.609016393442623	0.02581	0.306258828828829	0.4	5	0.0970149253731343	FALSE
mefloquine	-0.306393442622951	0.63744	0.932903017817372	0.4	5	0.833333333333333	FALSE
astemizole	0.310491803278689	0.62096	0.921140496054115	0.4	5	0.895734597156398	FALSE
ivermectin	0.405573770491803	0.29204	0.769491830985915	0.4	5	0.623655913978495	FALSE
diazoxide	0.602622950819672	0.02847	0.326905526315789	0.8	5	0.0135135135135135	TRUE
disulfiram	0.586885245901639	0.03592	0.370230551181102	0.4	5	0.294797687861272	FALSE
atropine oxide	0.465737704918033	0.16231	0.666030689655173	0.6	5	0.0460526315789474	TRUE
chlorphenamine	0.564098360655738	0.1009	0.571633644067797	0.75	4	0.04	TRUE
isoconazole	-0.359672131147541	0.4341	0.866214786585366	0.2	5	0.459016393442623	FALSE
clindamycin	0.388524590163934	0.3385	0.809421542553191	0.6	5	0.311594202898551	TRUE
nicergoline	-0.269672131147541	0.77774	0.950192680695334	0.4	5	0.816793893129771	FALSE
gallamine triethiodide	0.310491803278689	0.62096	0.921140496054115	0.4	5	0.569105691056911	FALSE
aminophenazone	0.245573770491803	0.85741	0.966709465977606	0.4	5	0.823943661971831	FALSE
acetylsalicylsalicylic acid	0.521147540983607	0.155	0.65491821086262	0.5	4	0.0813008130081301	FALSE
nomifensine	0.345573770491803	0.48476	0.887780586630287	0.4	5	0.45398773006135	FALSE
nalbuphine	0.37344262295082	0.38626	0.841288419301165	0	5	0.3125	FALSE
spironolactone	-0.460983606557377	0.17106	0.680600425531915	0.6	5	0.26797385620915	TRUE
terfenadine	0.37207650273224	0.67167	0.93892739039666	0.333333333333333	3	0.881773399014778	FALSE
neomycin	0.257377049180328	0.81973	0.956654033837934	0.4	5	0.790322580645161	FALSE
mianserin	-0.344754098360656	0.48781	0.887780586630287	0.4	5	0.454545454545455	FALSE
dizocilpine	0.288360655737705	0.70836	0.942544610069102	0.4	5	0.607361963190184	FALSE
picotamide	0.358360655737705	0.43886	0.869033846153846	0.4	5	0.443609022556391	FALSE
pirenzepine	-0.522295081967213	0.08429	0.563511666666667	0.2	5	0.0858895705521472	FALSE
cefotaxime	0.298524590163934	0.66813	0.93892739039666	0.2	5	0.72108843537415	FALSE
thioproperazine	0.302622950819672	0.65216	0.937088335135135	0.2	5	0.722543352601156	FALSE
dihydrostreptomycin	-0.404262295081967	0.29575	0.7742735	0.6	5	0.22289156626506	TRUE
pindolol	-0.304098360655738	0.64673	0.935435988950276	0.6	5	0.726027397260274	TRUE
acenocoumarol	-0.330327868852459	0.54393	0.903685106382979	0.2	5	0.588607594936709	FALSE
triamcinolone	0.348852459016393	0.47295	0.887780586630287	0.4	5	0.478260869565217	FALSE
tetracycline	0.338524590163934	0.51118	0.888227679045093	0.2	5	0.601307189542484	FALSE
dihydroergotamine	-0.584262295081967	0.03739	0.374354166666667	0.8	5	0.0163934426229508	TRUE
isoniazid	0.415409836065574	0.2681	0.753010641025641	0.6	5	0.519736842105263	TRUE
tranexamic acid	0.35016393442623	0.46809	0.885624444444444	0.2	5	0.754601226993865	FALSE
ampyrone	-0.363934426229508	0.41853	0.854010358255452	0.6	5	0.604166666666667	TRUE
midodrine	0.22344262295082	0.91475	0.988776011560694	0.4	5	0.983240223463687	FALSE
ranitidine	-0.384262295081967	0.35171	0.810799192982456	0.4	5	0.442105263157895	FALSE
piroxicam	-0.365737704918033	0.54985	0.903685106382979	0.5	4	0.654970760233918	FALSE
norfloxacin	0.293770491803279	0.68716	0.93892739039666	0.2	5	0.603305785123967	FALSE
etodolac	0.292459016393443	0.69252	0.941040503597122	0.4	5	0.661764705882353	FALSE
pentetrazol	0.367704918032787	0.54279	0.903685106382979	0.5	4	0.490909090909091	FALSE
etofylline	0.205901639344262	0.95038	0.998604378834356	0.4	5	0.950819672131147	FALSE
levamisole	-0.58983606557377	0.07576	0.541669891304348	0.25	4	0.170103092783505	FALSE
tiratricol	0.431803278688525	0.34144	0.809421542553191	0	4	0.276595744680851	FALSE
pyrantel	0.362622950819672	0.42276	0.85470472392638	0.4	5	0.31496062992126	FALSE
antimycin A	-0.291639344262295	0.6956	0.941040503597122	0.6	5	0.843283582089552	TRUE
scopolamine N-oxide	0.268360655737705	0.78212	0.950192680695334	0.4	5	0.742574257425743	FALSE
chlorzoxazone	-0.436885245901639	0.32756	0.792561996303142	0.5	4	0.62	FALSE
tranylcypromine	-0.272131147540984	0.76823	0.945617171052632	0.4	5	0.885	FALSE
pargyline	-0.198524590163934	0.98903	0.998604378834356	0.25	4	0.989189189189189	FALSE
oxolinic acid	0.386885245901639	0.3437	0.809421542553191	0.2	5	0.304	FALSE
fenspiride	0.315901639344262	0.59955	0.917842643020595	0.4	5	0.588785046728972	FALSE
xylometazoline	-0.367704918032787	0.54249	0.903685106382979	0.5	4	0.640883977900553	FALSE
hyoscyamine	0.355573770491803	0.44878	0.87131275	0.4	5	0.357142857142857	FALSE
ornidazole	-0.266393442622951	0.78955	0.950192680695334	0.4	5	0.890052356020942	FALSE
alverine	-0.494098360655738	0.19643	0.698935243243243	0.75	4	0.138157894736842	TRUE
