	enrichment	p	FDR	nonNull	instanceCount	specificity	reliable
sulfasalazine	-0.241147540983607	0.86953	0.943380140845071	0.6	5	0.879781420765027	TRUE
celecoxib	-0.486065573770492	0.13023	0.430980831234257	0.2	5	0.166666666666667	FALSE
LM-1685	0.535737704918033	0.25377	0.595759211469534	1	3	0.252688172043011	TRUE
SC-58125	-0.298196721311475	0.77463	0.909227177419355	0.75	4	0.76978417266187	TRUE
tanespimycin	0.357292437863564	0	0	0.758064516129032	62	0.212435233160622	TRUE
tomelukast	-0.678196721311475	1e-05	0.000256666666666667	0	1	0.671875	FALSE
TTNPB	-0.376393442622951	0.87358	0.94435	0.5	2	0.927152317880795	FALSE
tretinoin	0.346959761549926	0.00682	0.0866735922330097	0.636363636363636	22	0.159090909090909	TRUE
LY-294002	0.283770491803279	6e-05	0.00151038461538462	0.704918032786885	61	0.38	TRUE
ciclosporin	-0.544644808743169	0.03392	0.238716559139785	0.666666666666667	6	0.0533333333333333	TRUE
indometacin	-0.256639344262295	0.58267	0.812593329798515	0.375	8	0.597826086956522	FALSE
clofibrate	-0.549180327868853	0.4066	0.716079301075269	0	2	0.244897959183673	FALSE
MK-886	-0.541967213114754	0.41993	0.726261558784676	0.5	2	0.38	FALSE
prednisolone	0.235737704918033	0.88464	0.950733793103448	0.6	5	0.860927152317881	TRUE
thalidomide	0.302388758782201	0.45669	0.747995325	0.571428571428571	7	0.428571428571429	TRUE
genistein	-0.401321118611379	0.00554	0.0763353684210526	0.529411764705882	17	0.171428571428571	TRUE
fludrocortisone	-0.625	0.0018	0.0310026315789474	0.75	8	0.0774647887323944	TRUE
quercetin	-0.353606557377049	0.35348	0.690604955223881	0.5	6	0.277777777777778	FALSE
sulindac sulfide	-0.724098360655738	1e-05	0.000256666666666667	0	1	0.60431654676259	FALSE
exisulind	-0.640491803278688	0.2571	0.596876538461538	0.5	2	0.17816091954023	FALSE
fulvestrant	0.16655737704918	0.19217	0.511943793103448	0.65	40	0.53757225433526	TRUE
monastrol	-0.409508196721311	0.10093	0.390074277286136	0.5	8	0.178807947019868	FALSE
staurosporine	0.264098360655738	0.87106	0.94388869205298	0.75	4	0.909638554216867	TRUE
NU-1025	-0.607868852459016	0.3059	0.648451954765751	0.5	2	0.28494623655914	FALSE
acetylsalicylic acid	0.346040353089533	0.06721	0.333182172284644	0.769230769230769	13	0.144	TRUE
flufenamic acid	0.56448087431694	0.02456	0.189112	0.833333333333333	6	0.0364963503649635	TRUE
N-phenylanthranilic acid	-0.652786885245902	1e-05	0.000256666666666667	0	1	0.546583850931677	FALSE
monorden	0.249239940387481	0.10621	0.40044867816092	0.727272727272727	22	0.449197860962567	TRUE
sirolimus	0.323964232488823	9e-05	0.00218166666666667	0.75	44	0.265060240963855	TRUE
arachidonyltrifluoromethane	-0.707704918032787	0.17033	0.484699934782609	0.5	2	0.215686274509804	FALSE
trichostatin A	0.391295262114934	0	0	0.340659340659341	182	0.480952380952381	FALSE
diclofenac	0.348688524590164	0.47332	0.755104643288996	0.6	5	0.328125	TRUE
mercaptopurine	-0.447377049180328	0.69004	0.874396808510638	0.5	2	0.678082191780822	FALSE
nifedipine	-0.395409836065574	0.1663	0.479486123348018	0.285714285714286	7	0.16875	FALSE
nitrendipine	0.318032786885246	0.59089	0.816039989451477	0.8	5	0.610738255033557	TRUE
felodipine	-0.292154566744731	0.49885	0.762781697674419	0.285714285714286	7	0.654545454545455	FALSE
azathioprine	-0.265690866510539	0.61337	0.827733329896907	0.285714285714286	7	0.576158940397351	FALSE
sodium phenylbutyrate	0.204426229508197	0.87878	0.948200814814815	0.428571428571429	7	0.893081761006289	FALSE
novobiocin	0.212131147540984	0.73903	0.894451072088725	0.444444444444444	9	0.738461538461539	FALSE
fasudil	-0.653770491803279	0.23877	0.584205476635514	0	2	0.152542372881356	FALSE
2-deoxy-D-glucose	0.559508196721311	1e-05	0.000256666666666667	1	1	0.884210526315789	FALSE
imatinib	-0.599016393442623	0.32087	0.661353726415094	0.5	2	0.386666666666667	FALSE
pirinixic acid	0.249672131147541	0.84543	0.934195189873418	0.4	5	0.853846153846154	FALSE
rosiglitazone	-0.339578454332553	0.05963	0.323463636363636	0.428571428571429	14	0.161490683229814	FALSE
troglitazone	-0.293606557377049	0.10102	0.390074277286136	0.25	16	0.173611111111111	FALSE
cobalt chloride	-0.639508196721311	0.09573	0.384783293413174	0	3	0.047244094488189	FALSE
wortmannin	0.317777777777778	0.04085	0.269334731707317	0.777777777777778	18	0.464516129032258	TRUE
tetraethylenepentamine	-0.334863387978142	0.41668	0.726261558784676	0.333333333333333	6	0.44	FALSE
clozapine	-0.161436837029894	0.70936	0.878602781456954	0.470588235294118	17	0.776978417266187	FALSE
thioridazine	0.247540983606557	0.1442	0.453288	0.65	20	0.835616438356164	TRUE
haloperidol	-0.167786885245902	0.29133	0.632422835820896	0.4375	32	0.46218487394958	FALSE
chlorpromazine	0.368188093183779	0.00868	0.106188037383178	0.789473684210526	19	0.0451612903225806	TRUE
trifluoperazine	0.323524590163934	0.05364	0.308189122807018	0.5625	16	0.600961538461538	TRUE
iloprost	-0.484262295081967	0.36987	0.6987068	0.333333333333333	3	0.44375	FALSE
copper sulfate	-0.66344262295082	0.02845	0.210401412429379	0.5	4	0.0147058823529412	FALSE
oxamic acid	-0.645245901639344	1e-05	0.000256666666666667	0	1	0.632911392405063	FALSE
W-13	-0.597049180327869	0.3239	0.662443853354134	0.5	2	0.293333333333333	FALSE
arachidonic acid	-0.289453551912568	0.9113	0.962526701612903	0.333333333333333	3	0.948717948717949	FALSE
oligomycin	-0.522950819672131	1e-05	0.000256666666666667	0	1	0.954248366013072	FALSE
prochlorperazine	0.300245901639344	0.08832	0.372665144694534	0.6875	16	0.601941747572815	TRUE
quinpirole	-0.637377049180328	0.04121	0.269334731707317	0.5	4	0.0666666666666667	FALSE
deferoxamine	0.392213114754098	0.12887	0.430980831234257	0.875	8	0.248322147651007	TRUE
calmidazolium	0.387704918032787	0.84957	0.93420395465995	0.5	2	0.957894736842105	FALSE
fluphenazine	0.234499089253188	0.23644	0.580675347091933	0.555555555555556	18	0.685567010309278	TRUE
dopamine	0.701147540983607	1e-05	0.000256666666666667	1	1	0.576158940397351	FALSE
gefitinib	-0.547868852459016	1e-05	0.000256666666666667	0	1	0.848684210526316	FALSE
"1,5-isoquinolinediol"	-0.732622950819672	1e-05	0.000256666666666667	0	1	0.52	FALSE
"4,5-dianilinophthalimide"	0.497377049180328	0.51021	0.76459598407281	0.5	2	0.495934959349593	FALSE
fisetin	0.967049180327869	1e-05	0.000256666666666667	1	1	0.117647058823529	FALSE
butein	-0.607377049180328	0.30664	0.648451954765751	0	2	0.232394366197183	FALSE
HNMPA-(AM)3	0.525245901639344	1e-05	0.000256666666666667	1	1	0.951515151515152	FALSE
dimethyloxalylglycine	0.56672131147541	1e-05	0.000256666666666667	1	1	0.812182741116751	FALSE
3-aminobenzamide	-0.545737704918033	1e-05	0.000256666666666667	0	1	0.86875	FALSE
bucladesine	-0.198251366120219	0.93647	0.974913648648649	0.5	6	0.938202247191011	FALSE
probucol	0.228743169398907	0.84999	0.93420395465995	0.5	6	0.753333333333333	FALSE
geldanamycin	-0.208579234972678	0.47001	0.754899496932515	0.4	15	0.813953488372093	FALSE
resveratrol	0.237595628415301	0.61089	0.826944167528439	0.555555555555556	9	0.887254901960784	TRUE
5666823	0.806229508196721	1e-05	0.000256666666666667	1	1	0.408536585365854	FALSE
nocodazole	-0.26120218579235	0.72204	0.887418499061914	0.333333333333333	6	0.814516129032258	FALSE
colchicine	-0.268907103825137	0.68981	0.874396808510638	0.333333333333333	6	0.774647887323944	FALSE
benserazide	0.352131147540984	0.46065	0.748961582200247	0.6	5	0.307086614173228	TRUE
pentamidine	0.418852459016393	0.26013	0.596876538461538	0.8	5	0.244274809160305	TRUE
paclitaxel	-0.245300546448088	0.78834	0.91351982300885	0.5	6	0.824468085106383	FALSE
tioguanine	-0.61983606557377	1e-05	0.000256666666666667	0	1	0.671428571428571	FALSE
splitomicin	0.770655737704918	1e-05	0.000256666666666667	1	1	0.440559440559441	FALSE
U0125	0.710983606557377	1e-05	0.000256666666666667	1	1	0.612403100775194	FALSE
docosahexaenoic acid ethyl ester	-0.643770491803279	0.25251	0.595559621621622	0	2	0.254237288135593	FALSE
butirosin	0.260655737704918	0.88011	0.948200814814815	0.5	4	0.895104895104895	FALSE
colforsin	0.327377049180328	0.55511	0.795880602409639	0.6	5	0.633165829145729	TRUE
rottlerin	0.497704918032787	0.33803	0.676576865443425	0.666666666666667	3	0.704663212435233	TRUE
prazosin	-0.225737704918033	0.86055	0.938934791666667	0.333333333333333	6	0.840764331210191	FALSE
5252917	0.821803278688525	0.06296	0.327301535433071	1	2	0.115646258503401	TRUE
Y-27632	0.345081967213115	0.92815	0.97038374301676	0.5	2	0.883720930232558	FALSE
5255229	-0.53655737704918	0.42962	0.734422385919166	0	2	0.292682926829268	FALSE
5211181	-0.405245901639344	0.80896	0.921292623805387	0.5	2	0.688888888888889	FALSE
carbamazepine	0.48	0.03317	0.235975706521739	0.75	8	0.0272108843537415	TRUE
blebbistatin	0.757213114754098	0.11789	0.415079677419355	1	2	0.296969696969697	TRUE
5248896	0.807213114754098	0.074	0.348438848920863	1	2	0.13125	TRUE
5224221	-0.412459016393443	0.79114	0.914842985865724	0.5	2	0.887218045112782	FALSE
5279552	-0.553934426229508	0.3979	0.715018835616438	0	2	0.416666666666667	FALSE
5253409	-0.521639344262295	0.45714	0.747995325	0.5	2	0.222222222222222	FALSE
5230742	-0.752131147540984	0.12309	0.427386763925729	0.5	2	0.120218579234973	FALSE
oxaprozin	0.414207650273224	0.19129	0.511017571428571	0.666666666666667	6	0.272189349112426	TRUE
quinostatin	0.765573770491803	0.10972	0.406674957746479	1	2	0.276243093922652	TRUE
ikarugamycin	-0.572459016393443	0.18508	0.502244057971015	0.333333333333333	3	0.21969696969697	FALSE
5182598	-0.970819672131148	0.00165	0.0295869863013699	1	2	0.0314465408805031	TRUE
pyrvinium	0.414590163934426	0.19035	0.510054928425358	0.666666666666667	6	0.665116279069767	TRUE
ionomycin	-0.59224043715847	0.15366	0.457317	0.666666666666667	3	0.278688524590164	TRUE
depudecin	-0.51016393442623	0.4788	0.756943478260869	0	2	0.414473684210526	FALSE
5186223	-0.965901639344262	1e-05	0.000256666666666667	1	1	0.126865671641791	FALSE
celastrol	-0.521147540983607	1e-05	0.000256666666666667	0	1	0.963963963963964	FALSE
5286656	-0.574262295081967	1e-05	0.000256666666666667	0	1	0.842696629213483	FALSE
5149715	-0.565081967213115	1e-05	0.000256666666666667	0	1	0.89261744966443	FALSE
5162773	0.969344262295082	1e-05	0.000256666666666667	1	1	0.0946745562130177	FALSE
pararosaniline	0.837704918032787	1e-05	0.000256666666666667	1	1	0.38121546961326	FALSE
5152487	0.668688524590164	1e-05	0.000256666666666667	1	1	0.579617834394904	FALSE
5213008	-0.702459016393443	1e-05	0.000256666666666667	0	1	0.6524064171123	FALSE
5186324	-0.964918032786885	1e-05	0.000256666666666667	1	1	0.161290322580645	FALSE
5114445	0.876393442622951	1e-05	0.000256666666666667	1	1	0.303571428571429	FALSE
5151277	0.789016393442623	1e-05	0.000256666666666667	1	1	0.458333333333333	FALSE
5109870	0.930983606557377	1e-05	0.000256666666666667	1	1	0.288990825688073	FALSE
clotrimazole	0.400819672131148	0.30454	0.648451954765751	0.8	5	0.525139664804469	TRUE
5140203	-0.732131147540984	1e-05	0.000256666666666667	0	1	0.597122302158273	FALSE
HC toxin	0.501639344262295	1e-05	0.000256666666666667	0	1	1	FALSE
topiramate	-0.896065573770492	1e-05	0.000256666666666667	1	1	0.375796178343949	FALSE
decitabine	-0.951475409836066	1e-05	0.000256666666666667	1	1	0.12	FALSE
alvespimycin	0.470327868852459	0.0057	0.0771905154639175	0.833333333333333	12	0.126436781609195	TRUE
vorinostat	0.234426229508197	0.456	0.747995325	0.416666666666667	12	0.954773869346734	FALSE
(-)-catechin	0.684426229508197	1e-05	0.000256666666666667	1	1	0.621794871794872	FALSE
demecolcine	-0.526885245901639	1e-05	0.000256666666666667	0	1	0.96969696969697	FALSE
monensin	-0.682185792349727	0.00271	0.0432608536585366	0.833333333333333	6	0.096	TRUE
"12,13-EODE"	0.60983606557377	1e-05	0.000256666666666667	1	1	0.779141104294479	FALSE
3-hydroxy-DL-kynurenine	-0.460163934426229	0.11029	0.406674957746479	0.5	6	0.111731843575419	FALSE
doxycycline	-0.485737704918033	0.13071	0.430980831234257	0.4	5	0.175141242937853	FALSE
tyrphostin AG-825	-0.575081967213115	1e-05	0.000256666666666667	0	1	0.917293233082707	FALSE
phenanthridinone	-0.87	1e-05	0.000256666666666667	1	1	0.234375	FALSE
yohimbine	0.290327868852459	0.70072	0.877911774193548	0.6	5	0.582677165354331	TRUE
DL-PPMP	-0.965409836065574	1e-05	0.000256666666666667	1	1	0.220472440944882	FALSE
cytochalasin B	0.757377049180328	1e-05	0.000256666666666667	1	1	0.4739336492891	FALSE
BW-B70C	-0.997377049180328	1e-05	0.000256666666666667	1	1	0.0196078431372549	FALSE
minocycline	0.241147540983607	0.86965	0.943380140845071	0.6	5	0.819354838709677	TRUE
phentolamine	-0.251733021077283	0.67848	0.86986319294809	0.428571428571429	7	0.580152671755725	FALSE
MG-132	-0.938360655737705	1e-05	0.000256666666666667	1	1	0.22972972972973	FALSE
tyrphostin AG-1478	-0.979672131147541	1e-05	0.000256666666666667	1	1	0.0709219858156028	FALSE
procainamide	0.651475409836066	0.03388	0.238716559139785	0.75	4	0.00840336134453781	TRUE
thioguanosine	0.218196721311475	0.97133	0.986339605263158	0.5	4	0.994117647058824	FALSE
amoxicillin	0.565081967213115	0.09986	0.389037916666667	0.75	4	0.128787878787879	TRUE
benfluorex	-0.310819672131148	0.734	0.892113277623027	0.5	4	0.652482269503546	FALSE
naftidrofuryl	-0.385245901639344	0.48334	0.758138311377245	0.75	4	0.326797385620915	TRUE
pentoxyverine	0.412295081967213	0.39857	0.715018835616438	0.75	4	0.443478260869565	TRUE
clomifene	0.65327868852459	0.03298	0.235906120218579	1	4	0.0747126436781609	TRUE
zoxazolamine	-0.196393442622951	0.99016	0.995483440860215	0.5	4	1	FALSE
N6-methyladenosine	0.347049180327869	0.61314	0.827733329896907	0.5	4	0.658682634730539	FALSE
chlorprothixene	-0.249180327868852	0.90777	0.962506852750809	0.25	4	0.897959183673469	FALSE
cefalexin	-0.264426229508197	0.79617	0.917331611208406	0.4	5	0.957671957671958	FALSE
bepridil	0.479016393442623	0.2253	0.564568702290076	0.5	4	0.505555555555556	FALSE
bezafibrate	0.43	0.34687	0.683814503012048	0.75	4	0.272727272727273	TRUE
dequalinium chloride	0.615245901639344	0.05518	0.313536666666667	1	4	0.115942028985507	TRUE
oxantel	0.355737704918033	0.58399	0.812593329798515	0.75	4	0.558620689655172	TRUE
tacrine	-0.28655737704918	0.80961	0.921292623805387	0.5	4	0.61437908496732	FALSE
guanfacine	0.37344262295082	0.38593	0.707006461538462	0.8	5	0.389312977099237	TRUE
ritodrine	0.540983606557377	0.12835	0.430980831234257	0.75	4	0.0718562874251497	TRUE
dextromethorphan	0.528360655737705	0.14517	0.453288	1	4	0.208695652173913	TRUE
buspirone	-0.295245901639344	0.78298	0.911040728888889	0.25	4	0.725609756097561	FALSE
ketoconazole	-0.310983606557377	0.73348	0.892113277623027	0.5	4	0.664596273291925	FALSE
bisoprolol	0.349672131147541	0.60423	0.822386386292835	0.75	4	0.595419847328244	TRUE
flupentixol	0.412459016393443	0.39808	0.715018835616438	0.5	4	0.449197860962567	FALSE
droperidol	0.516885245901639	0.16102	0.467553902439024	1	4	0.0757575757575758	TRUE
benzbromarone	0.443114754098361	0.47545	0.755104643288996	0.666666666666667	3	0.549019607843137	TRUE
clebopride	-0.519344262295082	0.15744	0.462082869955157	0.25	4	0.157894736842105	FALSE
fusidic acid	-0.288032786885246	0.80546	0.920632926829268	0.5	4	0.779874213836478	FALSE
hesperidin	0.316229508196721	0.7171	0.885550849056604	0.5	4	0.598540145985402	FALSE
testosterone	-0.419836065573771	0.25811	0.596876538461538	0.6	5	0.253246753246753	TRUE
androsterone	0.249016393442623	0.90829	0.962506852750809	0.5	4	0.833333333333333	FALSE
suloctidil	-0.30672131147541	0.74801	0.899736161616162	0.25	4	0.868131868131868	FALSE
coralyne	-0.540655737704918	0.1287	0.430980831234257	0.75	4	0.12751677852349	TRUE
domperidone	-0.484754098360656	0.21396	0.549164	0.25	4	0.186046511627907	FALSE
ouabain	-0.676885245901639	0.02333	0.180703964497041	0.75	4	0.0614035087719298	TRUE
arecoline	-0.881803278688525	3e-04	0.00677068965517241	1	4	0	TRUE
anisomycin	-0.622622950819672	0.05033	0.295434843049327	0.75	4	0.228813559322034	TRUE
carcinine	0.507540983606557	0.17412	0.490079552238806	0.75	4	0.096	TRUE
corticosterone	0.248852459016393	0.90845	0.962506852750809	0.5	4	0.963917525773196	FALSE
fusaric acid	0.321311475409836	0.7001	0.877911774193548	0.75	4	0.697674418604651	TRUE
lactobionic acid	0.425245901639344	0.36014	0.694726871345029	0.5	4	0.222222222222222	FALSE
cefixime	0.477377049180328	0.22868	0.566935833333333	0.5	4	0.0961538461538462	FALSE
calcium pantothenate	0.445081967213115	0.30528	0.648451954765751	0.5	4	0.28099173553719	FALSE
levothyroxine sodium	0.23672131147541	0.93917	0.975745222222222	0.5	4	0.91156462585034	FALSE
carbarsone	0.248688524590164	0.90883	0.962506852750809	0.5	4	0.903614457831325	FALSE
carisoprodol	0.624098360655738	0.04928	0.294525	0.75	4	0.033112582781457	TRUE
cyanocobalamin	0.499180327868852	0.1875	0.505015432098765	0.75	4	0.110236220472441	TRUE
SR-95531	0.224590163934426	0.96205	0.986157752545027	0.5	4	0.973154362416107	FALSE
lumicolchicine	-0.442568306010929	0.47691	0.755104643288996	0.666666666666667	3	0.417142857142857	TRUE
metrizamide	-0.312131147540984	0.73025	0.890034683426443	0.5	4	0.77710843373494	FALSE
cefotetan	0.414098360655738	0.55452	0.795880602409639	0.666666666666667	3	0.555555555555556	TRUE
dl-alpha tocopherol	-0.394918032786885	0.4532	0.7478566959799	0.5	4	0.278688524590164	FALSE
apigenin	-0.461803278688525	0.26377	0.599435642361111	0.25	4	0.708108108108108	FALSE
7-aminocephalosporanic acid	-0.279672131147541	0.82949	0.92819390264731	0.25	4	0.77639751552795	FALSE
cefadroxil	-0.370819672131148	0.53206	0.779264977628635	0.5	4	0.495	FALSE
ginkgolide A	0.419836065573771	0.37641	0.701881324786325	0.75	4	0.526785714285714	TRUE
lysergol	0.657868852459016	0.03079	0.225162625698324	0.75	4	0.0509554140127389	TRUE
N-acetylmuramic acid	-0.326065573770492	0.68409	0.873534230019493	0.5	4	0.684931506849315	FALSE
piperine	-0.400655737704918	0.43487	0.735083729032258	0.5	4	0.372781065088757	FALSE
pepstatin	-0.391967213114754	0.46206	0.748961582200247	0.5	4	0.464285714285714	FALSE
N-acetyl-L-aspartic acid	0.240327868852459	0.9311	0.971163266932271	0.5	4	0.9125	FALSE
Chicago Sky Blue 6B	-0.567540983606557	0.09736	0.384783293413174	0.5	4	0.136054421768707	FALSE
cyclobenzaprine	-0.272786885245902	0.84847	0.93420395465995	0.25	4	0.8	FALSE
mebhydrolin	-0.535245901639344	0.13602	0.43854724137931	0.5	4	0.159663865546218	FALSE
myricetin	-0.434590163934426	0.33421	0.674084576271186	0.5	4	0.423423423423423	FALSE
brompheniramine	-0.30655737704918	0.74852	0.899736161616162	0.25	4	0.622377622377622	FALSE
SR-95639A	-0.4	0.43691	0.736055585585586	0.5	4	0.387755102040816	FALSE
bacampicillin	-0.524098360655738	0.15111	0.455767258064516	0.5	4	0.117647058823529	FALSE
buflomedil	0.443114754098361	0.3103	0.653026848874598	0.5	4	0.223076923076923	FALSE
digitoxigenin	-0.767704918032787	0.00581	0.0772177777777778	0.75	4	0.0196078431372549	TRUE
carteolol	-0.405409836065574	0.42	0.726261558784676	0.5	4	0.538461538461538	FALSE
meclocycline	-0.834754098360656	0.00142	0.02618	1	4	0	TRUE
naringenin	-0.649508196721311	0.03481	0.24367	0.75	4	0.121951219512195	TRUE
primaquine	-0.350327868852459	0.60229	0.822103868613139	0.5	4	0.587155963302752	FALSE
amantadine	-0.910655737704918	9e-05	0.00218166666666667	1	4	0	TRUE
betulinic acid	-0.645081967213115	0.03694	0.253164712041885	0.75	4	0.129032258064516	TRUE
chlorogenic acid	-0.867540983606557	0.00055	0.0116120967741936	1	4	0	TRUE
naltrexone	-0.308852459016393	0.62764	0.836640285132383	0.4	5	0.685393258426966	FALSE
mefloquine	0.472950819672131	0.15048	0.455767258064516	0.8	5	0.5	TRUE
astemizole	0.345081967213115	0.48638	0.760462230130486	0.8	5	0.853080568720379	TRUE
ivermectin	0.661639344262295	0.0113	0.121458032786885	1	5	0.0967741935483871	TRUE
diazoxide	-0.292950819672131	0.69038	0.874396808510638	0.6	5	0.804878048780488	TRUE
disulfiram	-0.224754098360656	0.91179	0.962526701612903	0.4	5	0.906474820143885	FALSE
atropine oxide	-0.294426229508197	0.68468	0.873534230019493	0.4	5	0.71875	FALSE
chlorphenamine	0.366229508196721	0.54824	0.791981080485116	0.75	4	0.424	TRUE
isoconazole	-0.285245901639344	0.72068	0.887418499061914	0.4	5	0.737704918032787	FALSE
clindamycin	0.322295081967213	0.5739	0.809354	0.8	5	0.550724637681159	TRUE
nicergoline	0.560655737704918	0.05154	0.301186875	1	5	0.0552486187845304	TRUE
gallamine triethiodide	0.338360655737705	0.51198	0.76459598407281	0.8	5	0.455284552845528	TRUE
aminophenazone	-0.317213114754098	0.59459	0.819282431578947	0.4	5	0.570588235294118	FALSE
acetylsalicylsalicylic acid	0.636393442622951	0.04193	0.269334731707317	0.75	4	0.016260162601626	TRUE
nomifensine	0.412459016393443	0.27486	0.617138490566038	0.6	5	0.294478527607362	TRUE
nalbuphine	0.528360655737705	0.07832	0.352757568493151	0.8	5	0.0546875	TRUE
spironolactone	0.248524590163934	0.84885	0.93420395465995	0.4	5	0.880503144654088	FALSE
terfenadine	-0.432622950819672	0.50375	0.76459598407281	0.333333333333333	3	0.688073394495413	FALSE
neomycin	-0.284098360655738	0.72504	0.888111805425631	0.4	5	0.808510638297872	FALSE
mianserin	-0.31672131147541	0.59652	0.820215	0.2	5	0.515151515151515	FALSE
dizocilpine	-0.410819672131148	0.27904	0.619039610829103	0.4	5	0.208053691275168	FALSE
picotamide	-0.290655737704918	0.69949	0.877911774193548	0.4	5	0.793296089385475	FALSE
pirenzepine	0.321639344262295	0.57676	0.809354	0.4	5	0.536912751677852	FALSE
cefotaxime	-0.632459016393443	0.01819	0.158684580645161	0.2	5	0.0121212121212121	FALSE
thioproperazine	-0.392950819672131	0.32657	0.665856900311527	0.2	5	0.366906474820144	FALSE
dihydrostreptomycin	-0.460327868852459	0.17235	0.48727030237581	0.4	5	0.102409638554217	FALSE
pindolol	-0.344754098360656	0.48781	0.760462230130486	0.4	5	0.554794520547945	FALSE
acenocoumarol	-0.347704918032787	0.47706	0.755104643288996	0.2	5	0.506329113924051	FALSE
triamcinolone	-0.472622950819672	0.15097	0.455767258064516	0.2	5	0.132183908045977	FALSE
tetracycline	-0.637213114754098	0.01674	0.154608461538462	0.6	5	0.0566037735849057	TRUE
dihydroergotamine	-0.270327868852459	0.77482	0.909227177419355	0.6	5	0.704918032786885	TRUE
isoniazid	-0.624262295081967	0.02075	0.171909810126582	0.6	5	0.1	TRUE
tranexamic acid	-0.639016393442623	0.01645	0.154608461538462	0.4	5	0.208053691275168	FALSE
ampyrone	-0.743934426229508	0.00235	0.0389386075949367	0.8	5	0	TRUE
midodrine	-0.618360655737705	0.02255	0.180324666666667	0.8	5	0.172932330827068	TRUE
ranitidine	0.416393442622951	0.26556	0.600625267702936	0.8	5	0.237704918032787	TRUE
piroxicam	0.566885245901639	0.09804	0.384783293413174	1	4	0.0638297872340425	TRUE
norfloxacin	0.569344262295082	0.0461	0.280673953488372	1	5	0.0165289256198347	TRUE
etodolac	0.199344262295082	0.96104	0.986038103448276	0.6	5	0.955882352941177	TRUE
pentetrazol	0.391803278688525	0.46288	0.748961582200247	0.75	4	0.409090909090909	TRUE
etofylline	0.55344262295082	0.05679	0.316700675105485	1	5	0.0327868852459016	TRUE
levamisole	0.398688524590164	0.44115	0.740340192307692	0.5	4	0.432203389830508	FALSE
tiratricol	-0.37672131147541	0.51138	0.76459598407281	0.25	4	0.56140350877193	FALSE
pyrantel	0.392131147540984	0.32854	0.66759	0.8	5	0.188976377952756	TRUE
antimycin A	0.709016393442623	0.00475	0.0675842391304348	1	5	0.0280898876404494	TRUE
scopolamine N-oxide	0.452786885245902	0.18666	0.503978494845361	0.6	5	0.138613861386139	TRUE
chlorzoxazone	0.559508196721311	0.10602	0.40044867816092	1	4	0.196428571428571	TRUE
tranylcypromine	0.484098360655738	0.1332	0.431581188118812	0.8	5	0.178571428571429	TRUE
pargyline	0.541147540983607	0.12819	0.430980831234257	0.75	4	0.21259842519685	TRUE
oxolinic acid	0.450819672131148	0.19054	0.510054928425358	0.8	5	0.2	TRUE
fenspiride	0.271311475409836	0.77195	0.909227177419355	0.6	5	0.803738317757009	TRUE
xylometazoline	0.217868852459016	0.97161	0.986339605263158	0.5	4	0.961832061068702	FALSE
hyoscyamine	0.544754098360656	0.06351	0.327301535433071	0.6	5	0.0396825396825397	TRUE
ornidazole	0.421967213114754	0.25353	0.595759211469534	0.6	5	0.256198347107438	TRUE
alverine	0.202295081967213	0.98664	0.994235381062356	0.5	4	0.9875	FALSE
