	enrichment	p	FDR	nonNull	instanceCount	specificity	reliable
deferoxamine	-0.39344262295082	0.12673	0.542122777777778	0.125	8	0.269938650306748	FALSE
calmidazolium	0.654918032786885	0.23675	0.681404127659574	1	2	0.473684210526316	TRUE
fluphenazine	0.337978142076503	0.02464	0.255982222222222	0.666666666666667	18	0.350515463917526	TRUE
dopamine	-0.733770491803279	1e-05	0.0002618	0	1	0.509316770186335	FALSE
gefitinib	0.703114754098361	1e-05	0.0002618	1	1	0.61875	FALSE
"1,5-isoquinolinediol"	-0.520983606557377	1e-05	0.0002618	0	1	0.977142857142857	FALSE
"4,5-dianilinophthalimide"	0.40672131147541	0.80549	0.9414164375	0.5	2	0.772357723577236	FALSE
fisetin	-0.757377049180328	1e-05	0.0002618	0	1	0.50259067357513	FALSE
butein	0.367049180327869	0.89158	0.967655569306931	0.5	2	0.906432748538012	FALSE
HNMPA-(AM)3	0.670327868852459	1e-05	0.0002618	1	1	0.721212121212121	FALSE
dimethyloxalylglycine	0.64327868852459	1e-05	0.0002618	1	1	0.700507614213198	FALSE
3-aminobenzamide	-0.759672131147541	1e-05	0.0002618	0	1	0.375	FALSE
bucladesine	0.216010928961749	0.89092	0.967655569306931	0.333333333333333	6	0.888059701492537	FALSE
probucol	-0.332404371584699	0.42516	0.823275798816568	0.333333333333333	6	0.401234567901235	FALSE
geldanamycin	0.329836065573771	0.05967	0.429165	0.466666666666667	15	0.557377049180328	FALSE
resveratrol	0.337941712204007	0.20181	0.631983947368421	0.666666666666667	9	0.676470588235294	TRUE
5666823	-0.826393442622951	1e-05	0.0002618	1	1	0.385135135135135	FALSE
nocodazole	-0.539071038251366	0.03691	0.324263020134228	0.333333333333333	6	0.137096774193548	FALSE
colchicine	-0.234426229508197	0.82982	0.947428658536585	0.333333333333333	6	0.880281690140845	FALSE
benserazide	0.334754098360656	0.52564	0.867670567465322	0.6	5	0.338582677165354	TRUE
pentamidine	-0.198032786885246	0.96349	0.990737164179105	0.4	5	0.972375690607735	FALSE
paclitaxel	0.358852459016393	0.33703	0.759548894472362	0.5	6	0.338709677419355	FALSE
tioguanine	0.695737704918033	1e-05	0.0002618	1	1	0.563953488372093	FALSE
splitomicin	0.502295081967213	1e-05	0.0002618	0	1	0.993006993006993	FALSE
U0125	-0.864918032786885	1e-05	0.0002618	1	1	0.229508196721311	FALSE
docosahexaenoic acid ethyl ester	-0.784262295081967	0.09331	0.504748378378378	0.5	2	0.0932203389830508	FALSE
butirosin	-0.281639344262295	0.82402	0.94369394575678	0.25	4	0.857988165680473	FALSE
colforsin	0.533770491803279	0.07313	0.454861990521327	0.8	5	0.150753768844221	TRUE
rottlerin	0.589125683060109	0.15816	0.56644650273224	0.666666666666667	3	0.523316062176166	TRUE
prazosin	0.383770491803279	0.26496	0.699327323943662	0.666666666666667	6	0.206451612903226	TRUE
5252917	0.911803278688525	0.01542	0.188642803738318	1	2	0.0272108843537415	TRUE
Y-27632	0.461147540983607	0.64499	0.901493507462686	0.5	2	0.604651162790698	FALSE
5255229	-0.29672131147541	0.98294	0.994107762452107	0.5	2	0.943089430894309	FALSE
5211181	0.608852459016394	0.30457	0.7361921875	0.5	2	0.293785310734463	FALSE
carbamazepine	0.367213114754098	0.17919	0.593822050632911	0.625	8	0.149659863945578	TRUE
blebbistatin	0.423934426229508	0.76097	0.928094197983501	0.5	2	0.878787878787879	FALSE
5248896	0.381967213114754	0.86201	0.958514694397284	0.5	2	0.925	FALSE
5224221	-0.577868852459016	0.35614	0.773200033167496	0	2	0.548872180451128	FALSE
5279552	-0.437540983606557	0.72064	0.928094197983501	0.5	2	0.702380952380952	FALSE
5253409	-0.478196721311475	0.58503	0.885796697247706	0.5	2	0.384615384615385	FALSE
5230742	-0.607868852459016	0.3059	0.7361921875	0	2	0.387978142076503	FALSE
oxaprozin	-0.449726775956284	0.12534	0.538449639344262	0.166666666666667	6	0.132867132867133	FALSE
quinostatin	0.960655737704918	0.003	0.061359375	1	2	0.0828729281767956	TRUE
ikarugamycin	-0.612732240437158	0.12523	0.538449639344262	0.666666666666667	3	0.174242424242424	TRUE
5182598	-0.736885245901639	0.13807	0.556886	0.5	2	0.345911949685535	FALSE
pyrvinium	0.334098360655738	0.41949	0.821680791044776	0.5	6	0.804651162790698	FALSE
ionomycin	0.308579234972678	0.86212	0.958514694397284	0.333333333333333	3	0.921052631578947	FALSE
depudecin	-0.454262295081967	0.66765	0.917055456453305	0	2	0.598684210526316	FALSE
5186223	-0.993606557377049	1e-05	0.0002618	1	1	0	FALSE
celastrol	0.811311475409836	1e-05	0.0002618	1	1	0.427860696517413	FALSE
5286656	-0.728688524590164	1e-05	0.0002618	0	1	0.471910112359551	FALSE
5149715	0.543934426229508	1e-05	0.0002618	0	1	0.914110429447853	FALSE
5162773	-0.855737704918033	1e-05	0.0002618	1	1	0.468531468531469	FALSE
pararosaniline	0.838360655737705	1e-05	0.0002618	1	1	0.38121546961326	FALSE
5152487	0.74344262295082	1e-05	0.0002618	1	1	0.426751592356688	FALSE
5213008	-0.859344262295082	1e-05	0.0002618	1	1	0.347593582887701	FALSE
5186324	-0.516885245901639	1e-05	0.0002618	0	1	0.959677419354839	FALSE
5114445	0.837049180327869	1e-05	0.0002618	1	1	0.404761904761905	FALSE
5151277	-0.920983606557377	1e-05	0.0002618	1	1	0.216666666666667	FALSE
5109870	-0.590327868852459	1e-05	0.0002618	0	1	0.851063829787234	FALSE
clotrimazole	0.521639344262295	0.08497	0.495566548672566	0.8	5	0.229050279329609	TRUE
5140203	-0.879016393442623	1e-05	0.0002618	1	1	0.287769784172662	FALSE
HC toxin	0.602622950819672	1e-05	0.0002618	0	1	0.871681415929204	FALSE
topiramate	-0.962295081967213	1e-05	0.0002618	1	1	0.152866242038217	FALSE
decitabine	-0.998688524590164	0	0	1	1	0.008	FALSE
alvespimycin	0.257267759562842	0.3431	0.759548894472362	0.583333333333333	12	0.747126436781609	TRUE
vorinostat	0.390601092896175	0.03665	0.324263020134228	0.583333333333333	12	0.683417085427136	TRUE
(-)-catechin	-0.589180327868852	1e-05	0.0002618	0	1	0.769230769230769	FALSE
demecolcine	0.716229508196721	1e-05	0.0002618	1	1	0.605555555555556	FALSE
monensin	-0.379508196721311	0.27632	0.719091212723658	0.333333333333333	6	0.664	FALSE
"12,13-EODE"	0.529508196721312	1e-05	0.0002618	0	1	0.957055214723926	FALSE
3-hydroxy-DL-kynurenine	0.420710382513661	0.17718	0.593679796437659	0.5	6	0.135338345864662	FALSE
doxycycline	-0.544590163934426	0.06358	0.434901614583333	0.4	5	0.112994350282486	FALSE
tyrphostin AG-825	-0.61	1e-05	0.0002618	0	1	0.87218045112782	FALSE
phenanthridinone	-0.872786885245902	1e-05	0.0002618	1	1	0.223958333333333	FALSE
yohimbine	0.335573770491803	0.52315	0.866839683544304	0.6	5	0.37007874015748	TRUE
DL-PPMP	-0.515081967213115	1e-05	0.0002618	0	1	0.984251968503937	FALSE
cytochalasin B	0.594262295081967	1e-05	0.0002618	0	1	0.824644549763033	FALSE
BW-B70C	0.565573770491803	1e-05	0.0002618	0	1	0.942857142857143	FALSE
minocycline	-0.320655737704918	0.58082	0.885796697247706	0.2	5	0.477707006369427	FALSE
phentolamine	-0.273161592505855	0.57926	0.885796697247706	0.428571428571429	7	0.480916030534351	FALSE
MG-132	-0.640491803278688	1e-05	0.0002618	0	1	0.824324324324324	FALSE
tyrphostin AG-1478	-0.961967213114754	1e-05	0.0002618	1	1	0.0921985815602837	FALSE
procainamide	0.380819672131148	0.4978	0.853037275064267	0.5	4	0.478991596638655	FALSE
thioguanosine	-0.667868852459016	0.02685	0.2662625	0	4	0.140845070422535	FALSE
amoxicillin	0.341639344262295	0.63124	0.900065	0.5	4	0.734848484848485	FALSE
benfluorex	0.29327868852459	0.78908	0.933871580849142	0.5	4	0.842105263157895	FALSE
naftidrofuryl	0.442459016393443	0.31214	0.738863037974684	0.75	4	0.182389937106918	TRUE
pentoxyverine	0.303114754098361	0.75944	0.928094197983501	0.5	4	0.773913043478261	FALSE
clomifene	0.413770491803279	0.39435	0.79881370942813	0.5	4	0.488505747126437	FALSE
zoxazolamine	-0.360983606557377	0.56639	0.884272926540284	0.25	4	0.707070707070707	FALSE
N6-methyladenosine	0.435573770491803	0.3314	0.75707260034904	0.5	4	0.377245508982036	FALSE
chlorprothixene	0.550655737704918	0.11657	0.535403964912281	0.75	4	0.196261682242991	TRUE
cefalexin	0.420819672131148	0.25602	0.69099006185567	0.6	5	0.382113821138211	TRUE
bepridil	0.730491803278688	0.01033	0.146977934782609	1	4	0.0944444444444444	TRUE
bezafibrate	0.448688524590164	0.29596	0.732347145557656	0.75	4	0.245454545454545	TRUE
dequalinium chloride	0.395081967213115	0.45277	0.83761374301676	0.5	4	0.550724637681159	FALSE
oxantel	0.285573770491803	0.81272	0.94369394575678	0.5	4	0.8	FALSE
tacrine	0.499016393442623	0.18777	0.609903052109181	0.75	4	0.113207547169811	TRUE
guanfacine	-0.291147540983607	0.69778	0.926475275827482	0.4	5	0.812154696132597	FALSE
ritodrine	0.355901639344262	0.58323	0.885796697247706	0.5	4	0.502994011976048	FALSE
dextromethorphan	0.405245901639344	0.42057	0.821680791044776	0.75	4	0.573913043478261	TRUE
buspirone	-0.251967213114754	0.90097	0.97147424217463	0.5	4	0.859756097560976	FALSE
ketoconazole	-0.318524590163934	0.70946	0.928094197983501	0.5	4	0.633540372670807	FALSE
bisoprolol	-0.438032786885246	0.32422	0.753274190140845	0	4	0.292817679558011	FALSE
flupentixol	0.511475409836066	0.16825	0.581106200527705	0.75	4	0.251336898395722	TRUE
droperidol	0.418196721311475	0.38142	0.788750047393365	0.75	4	0.25	TRUE
benzbromarone	-0.519508196721311	0.28857	0.730634680851064	0.333333333333333	3	0.459119496855346	FALSE
clebopride	0.213934426229508	0.97634	0.993416068376068	0.5	4	0.975	FALSE
fusidic acid	-0.430655737704918	0.34486	0.759548894472362	0.5	4	0.308176100628931	FALSE
hesperidin	0.383114754098361	0.49046	0.849222407407407	0.5	4	0.35036496350365	FALSE
testosterone	0.35344262295082	0.4558	0.83761374301676	0.6	5	0.506329113924051	TRUE
androsterone	0.248360655737705	0.90994	0.974180008156607	0.25	4	0.833333333333333	FALSE
suloctidil	0.322131147540984	0.69727	0.926475275827482	0.5	4	0.873303167420814	FALSE
coralyne	-0.387540983606557	0.47568	0.846977322623829	0.25	4	0.416107382550336	FALSE
domperidone	-0.249180327868852	0.90777	0.974180008156607	0.25	4	0.86046511627907	FALSE
ouabain	-0.277868852459016	0.83444	0.947920145672665	0.25	4	0.93859649122807	FALSE
arecoline	-0.618032786885246	0.05339	0.3993572	0.75	4	0.172839506172839	TRUE
anisomycin	-0.447704918032787	0.2986	0.733015486891386	0.5	4	0.593220338983051	FALSE
carcinine	0.327049180327869	0.6805	0.926475275827482	0.5	4	0.528	FALSE
corticosterone	-0.330655737704918	0.66869	0.917521184486373	0.5	4	0.635593220338983	FALSE
fusaric acid	0.449508196721311	0.29373	0.732344516129032	0.5	4	0.341085271317829	FALSE
lactobionic acid	-0.449672131147541	0.2934	0.732344516129032	0	4	0.169491525423729	FALSE
cefixime	-0.264098360655738	0.87126	0.962081944444444	0.25	4	0.875598086124402	FALSE
calcium pantothenate	0.631311475409836	0.04489	0.371905126582278	1	4	0.0495867768595041	TRUE
levothyroxine sodium	-0.290983606557377	0.79584	0.935147719928187	0.25	4	0.76969696969697	FALSE
carbarsone	-0.529180327868852	0.14418	0.556886	0.5	4	0.157534246575342	FALSE
carisoprodol	-0.423606557377049	0.3646	0.777274440842788	0.5	4	0.267080745341615	FALSE
cyanocobalamin	0.355737704918033	0.58399	0.885796697247706	0.5	4	0.488188976377953	FALSE
SR-95531	-0.359508196721312	0.57144	0.885224804733728	0.5	4	0.613496932515337	FALSE
lumicolchicine	-0.713770491803279	0.04666	0.374711288343558	0.666666666666667	3	0.0114285714285714	TRUE
metrizamide	-0.559344262295082	0.10629	0.515309666666667	0.75	4	0.132530120481928	TRUE
cefotetan	-0.296174863387978	0.89595	0.967655569306931	0.333333333333333	3	0.918238993710692	FALSE
dl-alpha tocopherol	0.246065573770492	0.91622	0.976099183508488	0.25	4	0.883720930232558	FALSE
apigenin	-0.609508196721312	0.05933	0.429077182320442	0	4	0.264864864864865	FALSE
7-aminocephalosporanic acid	-0.240983606557377	0.92973	0.978803697749196	0.25	4	0.900621118012422	FALSE
cefadroxil	-0.309016393442623	0.74031	0.928094197983501	0.25	4	0.735	FALSE
ginkgolide A	0.628524590163934	0.04664	0.374711288343558	0.75	4	0.142857142857143	TRUE
lysergol	0.374426229508197	0.51964	0.864538780177891	0.5	4	0.509554140127389	FALSE
N-acetylmuramic acid	-0.420655737704918	0.37364	0.782995287539936	0.5	4	0.328767123287671	FALSE
piperine	-0.615245901639344	0.05523	0.408452372881356	0.75	4	0.0118343195266272	TRUE
pepstatin	-0.457377049180328	0.27413	0.71767234	0.5	4	0.244047619047619	FALSE
N-acetyl-L-aspartic acid	-0.523770491803279	0.15156	0.558420870786517	0.25	4	0.0921052631578947	FALSE
Chicago Sky Blue 6B	-0.629344262295082	0.04617	0.374711288343558	0.75	4	0.0816326530612245	TRUE
cyclobenzaprine	-0.361475409836066	0.56447	0.884272926540284	0.25	4	0.5	FALSE
mebhydrolin	-0.376229508196721	0.51343	0.858339553001277	0	4	0.588235294117647	FALSE
myricetin	-0.537213114754098	0.13309	0.549573533123028	0.25	4	0.135135135135135	FALSE
brompheniramine	-0.298688524590164	0.77321	0.928094197983501	0.25	4	0.65034965034965	FALSE
SR-95639A	-0.287049180327869	0.80805	0.94188552983081	0.5	4	0.82312925170068	FALSE
bacampicillin	-0.299344262295082	0.77115	0.928094197983501	0.25	4	0.786764705882353	FALSE
buflomedil	0.705901639344262	0.01498	0.188642803738318	1	4	0	TRUE
digitoxigenin	-0.433114754098361	0.33808	0.759548894472362	0.25	4	0.450980392156863	FALSE
carteolol	-0.246065573770492	0.91645	0.976099183508488	0.5	4	0.952662721893491	FALSE
meclocycline	-0.799508196721311	0.00327	0.064295	0.75	4	0	TRUE
naringenin	-0.692622950819672	0.01867	0.207110423728814	0.75	4	0.0813008130081301	TRUE
primaquine	-0.323934426229508	0.69121	0.926475275827482	0.5	4	0.697247706422018	FALSE
amantadine	-0.44672131147541	0.30122	0.7361921875	0.5	4	0.450980392156863	FALSE
betulinic acid	-0.419180327868853	0.37825	0.787168918918919	0.5	4	0.541935483870968	FALSE
chlorogenic acid	-0.763606557377049	0.00631	0.105894743589744	0.75	4	0.00763358778625954	TRUE
naltrexone	-0.44655737704918	0.199	0.630728813559322	0.6	5	0.320224719101124	TRUE
mefloquine	0.398360655737705	0.31183	0.738863037974684	0.6	5	0.632352941176471	TRUE
astemizole	0.474590163934426	0.14765	0.556886	0.8	5	0.66824644549763	TRUE
ivermectin	-0.305081967213115	0.64305	0.901493507462686	0.2	5	0.76984126984127	FALSE
diazoxide	-0.63672131147541	0.01689	0.198336875	0.6	5	0.024390243902439	TRUE
disulfiram	-0.284098360655738	0.72504	0.928094197983501	0.4	5	0.76978417266187	FALSE
atropine oxide	-0.29016393442623	0.70086	0.926475275827482	0.4	5	0.7375	FALSE
chlorphenamine	-0.583770491803279	0.08122	0.487692568807339	0.5	4	0.0855614973262032	FALSE
isoconazole	0.201967213114754	0.95663	0.987980881195909	0.4	5	0.952631578947368	FALSE
clindamycin	-0.459508196721311	0.17403	0.591593393782383	0.4	5	0.235632183908046	FALSE
nicergoline	0.33983606557377	0.50665	0.853037275064267	0.6	5	0.541436464088398	TRUE
gallamine triethiodide	-0.490655737704918	0.12343	0.538449639344262	0.4	5	0.153439153439153	FALSE
aminophenazone	0.243606557377049	0.86259	0.958514694397284	0.4	5	0.830985915492958	FALSE
acetylsalicylsalicylic acid	-0.32672131147541	0.68174	0.926475275827482	0.25	4	0.714285714285714	FALSE
nomifensine	0.231967213114754	0.89409	0.967655569306931	0.4	5	0.907975460122699	FALSE
nalbuphine	-0.327704918032787	0.55344	0.879381116504854	0.4	5	0.603260869565217	FALSE
spironolactone	0.254262295081967	0.83051	0.947428658536585	0.4	5	0.880503144654088	FALSE
terfenadine	0.694098360655738	0.05728	0.416552888888889	1	3	0.354679802955665	TRUE
neomycin	-0.309016393442623	0.62724	0.900065	0.4	5	0.728723404255319	FALSE
mianserin	0.190327868852459	0.97573	0.993416068376068	0.4	5	0.994444444444444	FALSE
dizocilpine	0.399016393442623	0.30974	0.737173684210526	0.6	5	0.233128834355828	TRUE
picotamide	-0.452622950819672	0.18686	0.609903052109181	0.2	5	0.262569832402235	FALSE
pirenzepine	-0.307213114754098	0.6347	0.900065	0.2	5	0.582822085889571	FALSE
cefotaxime	-0.354590163934426	0.45185	0.83761374301676	0.4	5	0.521212121212121	FALSE
thioproperazine	-0.203770491803279	0.95382	0.987980881195909	0.4	5	0.942446043165468	FALSE
dihydrostreptomycin	-0.477868852459016	0.14295	0.556886	0.2	5	0.0903614457831325	FALSE
pindolol	-0.463606557377049	0.16632	0.580381356382979	0.6	5	0.253424657534247	TRUE
acenocoumarol	-0.292786885245902	0.69123	0.926475275827482	0.4	5	0.778481012658228	FALSE
triamcinolone	-0.548852459016393	0.06029	0.429266630434783	0.6	5	0.0517241379310345	TRUE
tetracycline	0.307540983606557	0.63277	0.900065	0.2	5	0.712418300653595	FALSE
dihydroergotamine	0.264754098360656	0.79493	0.935147719928187	0.4	5	0.810526315789474	FALSE
isoniazid	-0.79344262295082	8e-04	0.0174533333333333	0.8	5	0	TRUE
tranexamic acid	-0.503114754098361	0.10709	0.517272361623616	0.6	5	0.442953020134228	TRUE
ampyrone	-0.332131147540984	0.53607	0.872230333333333	0.2	5	0.715277777777778	FALSE
midodrine	-0.42983606557377	0.2355	0.681404127659574	0.4	5	0.398496240601504	FALSE
ranitidine	0.239344262295082	0.87479	0.963078309503785	0.4	5	0.844262295081967	FALSE
piroxicam	0.391803278688525	0.46288	0.840374368932039	0.75	4	0.397163120567376	TRUE
norfloxacin	0.312459016393443	0.61319	0.898841780515118	0.4	5	0.56198347107438	FALSE
etodolac	-0.339016393442623	0.50964	0.854185352112676	0.2	5	0.471590909090909	FALSE
pentetrazol	0.299836065573771	0.76957	0.928094197983501	0.25	4	0.754545454545455	FALSE
etofylline	0.329672131147541	0.54622	0.877303042944785	0.2	5	0.491803278688525	FALSE
levamisole	0.43016393442623	0.34615	0.759548894472362	0.5	4	0.38135593220339	FALSE
tiratricol	-0.505737704918033	0.17684	0.593679796437659	0	4	0.228070175438596	FALSE
pyrantel	0.348688524590164	0.47332	0.846977322623829	0.6	5	0.377952755905512	TRUE
antimycin A	0.308360655737705	0.62999	0.900065	0.4	5	0.842696629213483	FALSE
scopolamine N-oxide	-0.328360655737705	0.55115	0.879381116504854	0.4	5	0.706161137440758	FALSE
chlorzoxazone	0.266393442622951	0.86571	0.959914860287892	0.25	4	0.9375	FALSE
tranylcypromine	0.484426229508197	0.13266	0.549573533123028	0.8	5	0.178571428571429	TRUE
pargyline	0.620655737704918	0.05164	0.393004418604651	0.75	4	0.102362204724409	TRUE
oxolinic acid	0.218688524590164	0.92499	0.976824109589041	0.4	5	0.936	FALSE
fenspiride	0.379836065573771	0.36557	0.777274440842788	0.6	5	0.317757009345794	TRUE
xylometazoline	0.544754098360656	0.12346	0.538449639344262	0.75	4	0.099236641221374	TRUE
hyoscyamine	0.35327868852459	0.45637	0.83761374301676	0.2	5	0.365079365079365	FALSE
ornidazole	0.517540983606557	0.08954	0.49841	0.8	5	0.0826446280991736	TRUE
alverine	0.531639344262295	0.14095	0.556886	0.75	4	0.09375	TRUE
nimesulide	0.406393442622951	0.41705	0.82093	0.75	4	0.471337579617834	TRUE
flumequine	0.470655737704918	0.24347	0.681404127659574	0.75	4	0.26241134751773	TRUE
