	enrichment	p	FDR	nonNull	instanceCount	specificity	reliable
arachidonyltrifluoromethane	-0.824098360655738	0.06134	0.3138020703125	1	2	0.0915032679738562	TRUE
trichostatin A	0.368021978021978	0	0	0.313186813186813	182	0.523809523809524	FALSE
diclofenac	0.318852459016393	0.58775	0.825920010729614	0.4	5	0.453125	FALSE
mercaptopurine	-0.630983606557377	0.27163	0.634736666666667	0	2	0.232876712328767	FALSE
nifedipine	-0.192459016393443	0.91657	0.972277252836305	0.428571428571429	7	0.91875	FALSE
nitrendipine	0.248032786885246	0.85003	0.943333454699407	0.6	5	0.859060402684564	TRUE
felodipine	0.376065573770492	0.21102	0.571894782608696	0.285714285714286	7	0.475247524752475	FALSE
azathioprine	-0.249133489461358	0.69097	0.884224406614786	0.428571428571429	7	0.635761589403974	FALSE
sodium phenylbutyrate	-0.220608899297424	0.81617	0.932197445510026	0.428571428571429	7	0.915032679738562	FALSE
novobiocin	-0.173588342440801	0.90888	0.970859375	0.444444444444444	9	0.917582417582418	FALSE
fasudil	-0.417377049180328	0.77836	0.919789893711249	0.5	2	0.728813559322034	FALSE
2-deoxy-D-glucose	-0.828196721311475	1e-05	0.000251730769230769	1	1	0.508196721311475	FALSE
imatinib	-0.86	0.03912	0.246192692307692	1	2	0.0533333333333333	TRUE
pirinixic acid	-0.383114754098361	0.35527	0.693808958333333	0.2	5	0.406593406593407	FALSE
rosiglitazone	-0.313231850117096	0.09993	0.411657931034483	0.5	14	0.236024844720497	FALSE
troglitazone	-0.293196721311475	0.10192	0.416596386292835	0.375	16	0.173611111111111	FALSE
cobalt chloride	-0.584918032786885	0.16517	0.509373075117371	0.666666666666667	3	0.118110236220472	TRUE
wortmannin	0.310291438979964	0.04903	0.277836666666667	0.611111111111111	18	0.483870967741935	TRUE
tetraethylenepentamine	0.326393442622951	0.44675	0.752982706480305	0.5	6	0.423357664233577	FALSE
clozapine	-0.307936354869817	0.06207	0.314715945945946	0.529411764705882	17	0.0935251798561151	TRUE
thioridazine	0.28672131147541	0.05987	0.309831023622047	0.4	20	0.767123287671233	FALSE
haloperidol	-0.18844262295082	0.17926	0.527306382022472	0.375	32	0.319327731092437	FALSE
chlorpromazine	0.387359792924935	0.00467	0.0617477777777778	0.736842105263158	19	0.032258064516129	TRUE
trifluoperazine	0.347131147540984	0.03073	0.2156	0.5625	16	0.533653846153846	TRUE
iloprost	-0.734918032786885	0.03722	0.241905792079208	0.666666666666667	3	0.0875	TRUE
copper sulfate	-0.619344262295082	0.05247	0.287377531380753	0.5	4	0.0367647058823529	FALSE
oxamic acid	-0.781311475409836	1e-05	0.000251730769230769	1	1	0.436708860759494	FALSE
W-13	-0.421967213114754	0.76563	0.916754264840183	0.5	2	0.76	FALSE
arachidonic acid	-0.367650273224044	0.68331	0.883033877952756	0.333333333333333	3	0.826923076923077	FALSE
oligomycin	-0.515737704918033	1e-05	0.000251730769230769	0	1	0.980392156862745	FALSE
prochlorperazine	0.369631147540984	0.0175	0.160192307692308	0.625	16	0.412621359223301	TRUE
quinpirole	-0.628196721311475	0.04682	0.268458826086956	0.75	4	0.0740740740740741	TRUE
deferoxamine	0.358852459016393	0.19853	0.555290106837607	0.625	8	0.322147651006711	TRUE
calmidazolium	-0.472295081967213	0.60636	0.837456223628692	0.5	2	0.655737704918033	FALSE
fluphenazine	0.241748633879781	0.20799	0.567033762993763	0.666666666666667	18	0.65979381443299	TRUE
dopamine	0.745409836065574	1e-05	0.000251730769230769	1	1	0.52317880794702	FALSE
gefitinib	0.652295081967213	1e-05	0.000251730769230769	1	1	0.6875	FALSE
"1,5-isoquinolinediol"	0.658524590163934	1e-05	0.000251730769230769	1	1	0.627737226277372	FALSE
"4,5-dianilinophthalimide"	0.489180327868852	0.54307	0.803965073280722	0.5	2	0.504065040650406	FALSE
fisetin	0.93655737704918	1e-05	0.000251730769230769	1	1	0.184873949579832	FALSE
butein	-0.460163934426229	0.64884	0.861725177304965	0.5	2	0.661971830985915	FALSE
HNMPA-(AM)3	0.580655737704918	1e-05	0.000251730769230769	1	1	0.83030303030303	FALSE
dimethyloxalylglycine	0.626393442622951	1e-05	0.000251730769230769	1	1	0.725888324873096	FALSE
3-aminobenzamide	0.596885245901639	1e-05	0.000251730769230769	1	1	0.776315789473684	FALSE
bucladesine	-0.345628415300546	0.38008	0.70671125	0.166666666666667	6	0.426966292134831	FALSE
probucol	-0.236229508196721	0.82267	0.93466	0.666666666666667	6	0.796296296296296	TRUE
geldanamycin	-0.147978142076503	0.85108	0.943333454699407	0.466666666666667	15	0.976744186046512	FALSE
resveratrol	0.347067395264117	0.17878	0.527078873873874	0.666666666666667	9	0.661764705882353	TRUE
5666823	0.727049180327869	1e-05	0.000251730769230769	1	1	0.542682926829268	FALSE
nocodazole	0.236775956284153	0.8207	0.934132423979149	0.333333333333333	6	0.877659574468085	FALSE
colchicine	0.451803278688525	0.12214	0.4544684375	0.5	6	0.223529411764706	FALSE
benserazide	0.35327868852459	0.45662	0.757560937896071	0.6	5	0.299212598425197	TRUE
pentamidine	0.223934426229508	0.91375	0.970859375	0.6	5	0.938931297709924	TRUE
paclitaxel	-0.278196721311475	0.6486	0.861725177304965	0.5	6	0.702127659574468	FALSE
tioguanine	-0.529344262295082	1e-05	0.000251730769230769	0	1	0.878571428571429	FALSE
splitomicin	-0.655409836065574	1e-05	0.000251730769230769	0	1	0.710059171597633	FALSE
U0125	-0.653934426229508	1e-05	0.000251730769230769	0	1	0.639344262295082	FALSE
docosahexaenoic acid ethyl ester	-0.719180327868852	0.15691	0.498532014563107	0.5	2	0.127118644067797	FALSE
butirosin	0.32	0.70425	0.887315898174832	0.5	4	0.643356643356643	FALSE
colforsin	0.488852459016394	0.12613	0.455301212121212	0.8	5	0.201005025125628	TRUE
rottlerin	0.765081967213115	0.02587	0.202777425149701	1	3	0.176165803108808	TRUE
prazosin	0.182950819672131	0.96422	0.989156724137931	0.333333333333333	6	0.954838709677419	FALSE
5252917	0.962786885245902	0.00265	0.0428253086419753	1	2	0	TRUE
Y-27632	0.76655737704918	0.10888	0.437189938650307	1	2	0.13953488372093	TRUE
5255229	0.487377049180328	0.54957	0.807587184357542	0.5	2	0.476190476190476	FALSE
5211181	0.47016393442623	0.61384	0.843144344176285	0.5	2	0.559322033898305	FALSE
carbamazepine	0.446885245901639	0.05756	0.307111538461538	0.625	8	0.0408163265306122	TRUE
blebbistatin	0.520163934426229	0.46003	0.758808364779874	0.5	2	0.672727272727273	FALSE
5248896	0.403606557377049	0.81302	0.930602884615385	0.5	2	0.86875	FALSE
5224221	-0.44327868852459	0.70244	0.887315898174832	0.5	2	0.849624060150376	FALSE
5279552	-0.502295081967213	0.49516	0.779153930288462	0	2	0.5	FALSE
5253409	-0.495245901639344	0.51919	0.796787235772358	0.5	2	0.282051282051282	FALSE
5230742	-0.292786885245902	0.98583	0.995718726851852	0.5	2	0.989071038251366	FALSE
oxaprozin	0.535628415300547	0.03878	0.245990821256039	0.833333333333333	6	0.029585798816568	TRUE
quinostatin	0.988360655737705	0.00025	0.00564224137931035	1	2	0.0110497237569061	TRUE
ikarugamycin	-0.951475409836066	0.00016	0.00374	1	3	0	TRUE
5182598	-0.972131147540984	0.00147	0.027489	1	2	0.0314465408805031	TRUE
pyrvinium	0.26792349726776	0.69394	0.884224406614786	0.5	6	0.93953488372093	FALSE
ionomycin	-0.617486338797814	0.11993	0.4509318	0.666666666666667	3	0.254098360655738	TRUE
depudecin	0.295409836065574	0.98405	0.995718726851852	0.5	2	0.9875	FALSE
5186223	-0.99	1e-05	0.000251730769230769	1	1	0.00746268656716418	FALSE
celastrol	0.518360655737705	1e-05	0.000251730769230769	0	1	0.985074626865672	FALSE
5286656	-0.877213114754098	1e-05	0.000251730769230769	1	1	0.196629213483146	FALSE
5149715	-0.945245901639344	1e-05	0.000251730769230769	1	1	0.228187919463087	FALSE
5162773	-0.722295081967213	1e-05	0.000251730769230769	0	1	0.692307692307692	FALSE
pararosaniline	0.921147540983607	1e-05	0.000251730769230769	1	1	0.25414364640884	FALSE
5152487	0.783770491803279	1e-05	0.000251730769230769	1	1	0.363057324840764	FALSE
5213008	0.963114754098361	1e-05	0.000251730769230769	1	1	0.04	FALSE
5186324	-0.954590163934426	1e-05	0.000251730769230769	1	1	0.217741935483871	FALSE
5114445	0.949508196721311	1e-05	0.000251730769230769	1	1	0.154761904761905	FALSE
5151277	0.75655737704918	1e-05	0.000251730769230769	1	1	0.53125	FALSE
5109870	0.74327868852459	1e-05	0.000251730769230769	1	1	0.564220183486238	FALSE
clotrimazole	0.290819672131148	0.69878	0.887315898174832	0.6	5	0.832402234636871	TRUE
5140203	0.906885245901639	1e-05	0.000251730769230769	1	1	0.172413793103448	FALSE
HC toxin	0.525245901639344	1e-05	0.000251730769230769	0	1	0.973451327433628	FALSE
topiramate	-0.951803278688525	1e-05	0.000251730769230769	1	1	0.191082802547771	FALSE
decitabine	-0.921639344262295	1e-05	0.000251730769230769	1	1	0.2	FALSE
alvespimycin	0.219398907103825	0.5381	0.803007391799545	0.416666666666667	12	0.890804597701149	FALSE
vorinostat	0.328579234972678	0.1171	0.449512903225806	0.333333333333333	12	0.819095477386935	FALSE
(-)-catechin	0.828688524590164	1e-05	0.000251730769230769	1	1	0.365384615384615	FALSE
demecolcine	0.501803278688525	1e-05	0.000251730769230769	0	1	1	FALSE
monensin	-0.85655737704918	2e-05	0.000493962264150943	1	6	0	TRUE
"12,13-EODE"	-0.72672131147541	1e-05	0.000251730769230769	0	1	0.657718120805369	FALSE
3-hydroxy-DL-kynurenine	-0.310218579234973	0.51	0.790536973995272	0.5	6	0.519553072625698	FALSE
doxycycline	-0.493606557377049	0.11924	0.4509318	0.6	5	0.175141242937853	TRUE
tyrphostin AG-825	0.771803278688525	1e-05	0.000251730769230769	1	1	0.636871508379888	FALSE
phenanthridinone	-0.911967213114754	1e-05	0.000251730769230769	1	1	0.177083333333333	FALSE
yohimbine	0.427704918032787	0.24014	0.598749066666667	0.6	5	0.110236220472441	TRUE
DL-PPMP	-0.99655737704918	1e-05	0.000251730769230769	1	1	0.031496062992126	FALSE
cytochalasin B	0.839344262295082	1e-05	0.000251730769230769	1	1	0.322274881516588	FALSE
BW-B70C	-0.99983606557377	0	0	1	1	0	FALSE
minocycline	0.317213114754098	0.59454	0.830579359658485	0.6	5	0.490322580645161	TRUE
phentolamine	-0.283700234192037	0.53455	0.801081041189931	0.714285714285714	7	0.427480916030534	TRUE
MG-132	-0.967049180327869	1e-05	0.000251730769230769	1	1	0.189189189189189	FALSE
tyrphostin AG-1478	-0.976065573770492	1e-05	0.000251730769230769	1	1	0.0709219858156028	FALSE
procainamide	0.552459016393443	0.11429	0.448225044776119	0.75	4	0.0840336134453782	TRUE
thioguanosine	0.478524590163934	0.22624	0.590797071713147	0.5	4	0.576470588235294	FALSE
amoxicillin	0.645901639344262	0.03657	0.241768333333333	0.75	4	0.0454545454545455	TRUE
benfluorex	-0.257704918032787	0.88732	0.960405727272727	0.5	4	0.865248226950355	FALSE
naftidrofuryl	0.308524590163934	0.74206	0.90741052238806	0.75	4	0.610062893081761	TRUE
pentoxyverine	0.354426229508197	0.58805	0.825920010729614	0.75	4	0.591304347826087	TRUE
clomifene	0.651967213114754	0.03367	0.228362849740933	1	4	0.0747126436781609	TRUE
zoxazolamine	0.229672131147541	0.95357	0.986523149171271	0.5	4	0.956140350877193	FALSE
N6-methyladenosine	-0.281475409836066	0.82433	0.93466	0.25	4	0.855172413793103	FALSE
chlorprothixene	0.272131147540984	0.84987	0.943333454699407	0.5	4	0.864485981308411	FALSE
cefalexin	0.365409836065574	0.41306	0.741306424657534	0.8	5	0.560975609756098	TRUE
bepridil	0.441311475409836	0.31538	0.662652359550562	0.5	4	0.6	FALSE
bezafibrate	0.605573770491803	0.06255	0.314915192307692	1	4	0.0545454545454545	TRUE
dequalinium chloride	0.462131147540984	0.26292	0.623988227848101	0.75	4	0.391304347826087	TRUE
oxantel	0.372459016393443	0.52623	0.797022104046243	0.75	4	0.482758620689655	TRUE
tacrine	-0.249672131147541	0.90645	0.970859375	0.25	4	0.823529411764706	FALSE
guanfacine	0.418852459016394	0.25994	0.6235362	0.8	5	0.274809160305344	TRUE
ritodrine	0.411967213114754	0.39942	0.725160582524272	0.75	4	0.341317365269461	TRUE
dextromethorphan	0.644918032786885	0.03705	0.241905792079208	0.75	4	0.0521739130434783	TRUE
buspirone	0.414918032786885	0.39078	0.714152479108635	0.75	4	0.283783783783784	TRUE
ketoconazole	-0.269180327868852	0.85825	0.948859163851351	0.25	4	0.763975155279503	FALSE
bisoprolol	0.350655737704918	0.60088	0.835868140276302	0.75	4	0.580152671755725	TRUE
flupentixol	0.435901639344262	0.3306	0.672313608562691	0.75	4	0.406417112299465	TRUE
droperidol	0.332786885245902	0.66103	0.868763323293173	0.75	4	0.53030303030303	TRUE
benzbromarone	-0.317377049180328	0.83512	0.939958796216681	0.666666666666667	3	0.874213836477987	TRUE
clebopride	-0.50672131147541	0.17547	0.52202325	0.75	4	0.157894736842105	TRUE
fusidic acid	-0.294754098360656	0.78466	0.919789893711249	0.5	4	0.773584905660377	FALSE
hesperidin	0.39672131147541	0.44744	0.752982706480305	0.5	4	0.335766423357664	FALSE
testosterone	-0.252131147540984	0.83733	0.941636572164948	0.6	5	0.876623376623377	TRUE
androsterone	0.382459016393443	0.49259	0.778744335748792	0.5	4	0.365384615384615	FALSE
suloctidil	-0.319672131147541	0.70542	0.887315898174832	0.25	4	0.769230769230769	FALSE
coralyne	-0.542950819672131	0.12585	0.455301212121212	0.5	4	0.12751677852349	FALSE
domperidone	-0.37344262295082	0.52328	0.796787235772358	0.5	4	0.488372093023256	FALSE
ouabain	-0.497868852459016	0.18974	0.547069735682819	0.25	4	0.245614035087719	FALSE
arecoline	-0.854754098360656	0.00088	0.01820328125	1	4	0.00617283950617284	TRUE
anisomycin	-0.66344262295082	0.02845	0.212806	0.75	4	0.186440677966102	TRUE
carcinine	0.272786885245902	0.84847	0.943333454699407	0.5	4	0.736	FALSE
corticosterone	-0.368196721311475	0.5411	0.803847698412698	0.25	4	0.525423728813559	FALSE
fusaric acid	0.466885245901639	0.25178	0.613743054003724	0.75	4	0.286821705426357	TRUE
lactobionic acid	-0.434262295081967	0.33503	0.672313608562691	0.25	4	0.248587570621469	FALSE
cefixime	0.438360655737705	0.32322	0.670386123417722	0.5	4	0.173076923076923	FALSE
calcium pantothenate	0.315737704918033	0.71886	0.895326108468126	0.75	4	0.702479338842975	TRUE
levothyroxine sodium	-0.383606557377049	0.48866	0.775340533333333	0.5	4	0.460606060606061	FALSE
carbarsone	0.285737704918033	0.8119	0.930602884615385	0.75	4	0.807228915662651	TRUE
carisoprodol	-0.293606557377049	0.78795	0.919789893711249	0.5	4	0.770186335403727	FALSE
cyanocobalamin	0.453114754098361	0.28414	0.647977804878049	0.75	4	0.188976377952756	TRUE
SR-95531	0.238196721311475	0.93622	0.981194539631705	0.5	4	0.946308724832215	FALSE
lumicolchicine	-0.466010928961749	0.41621	0.742260068119891	0.666666666666667	3	0.32	TRUE
metrizamide	-0.217868852459016	0.9717	0.992939344262295	0.5	4	0.981927710843373	FALSE
cefotetan	-0.387704918032787	0.62753	0.852112831950208	0.666666666666667	3	0.666666666666667	TRUE
dl-alpha tocopherol	-0.475081967213115	0.23349	0.597968187022901	0.5	4	0.087431693989071	FALSE
apigenin	-0.292459016393443	0.79163	0.919789893711249	0.25	4	0.945945945945946	FALSE
7-aminocephalosporanic acid	-0.270819672131148	0.85403	0.945791260575296	0.25	4	0.807453416149068	FALSE
cefadroxil	-0.440655737704918	0.31684	0.664653141025641	0.25	4	0.265	FALSE
ginkgolide A	0.6	0.06696	0.330289625468165	1	4	0.196428571428571	TRUE
lysergol	0.441803278688525	0.31374	0.662652359550562	0.75	4	0.312101910828025	TRUE
N-acetylmuramic acid	-0.53655737704918	0.1341	0.461939210526316	0.75	4	0.123287671232877	TRUE
piperine	-0.422131147540984	0.36925	0.701521407837446	0.5	4	0.272189349112426	FALSE
pepstatin	-0.400327868852459	0.43595	0.752982706480305	0.5	4	0.452380952380952	FALSE
N-acetyl-L-aspartic acid	-0.387540983606557	0.47568	0.76872237037037	0.5	4	0.335526315789474	FALSE
Chicago Sky Blue 6B	-0.53655737704918	0.1341	0.461939210526316	0.5	4	0.210884353741497	FALSE
cyclobenzaprine	-0.306229508196721	0.7494	0.910830640668524	0.5	4	0.741666666666667	FALSE
mebhydrolin	-0.545901639344262	0.12221	0.4544684375	0.5	4	0.159663865546218	FALSE
myricetin	-0.550655737704918	0.11657	0.4488715	0.75	4	0.126126126126126	TRUE
brompheniramine	-0.400327868852459	0.43595	0.752982706480305	0.5	4	0.300699300699301	FALSE
SR-95639A	-0.39016393442623	0.46756	0.764089937578027	0.5	4	0.421768707482993	FALSE
bacampicillin	-0.396229508196721	0.44939	0.752982706480305	0.5	4	0.382352941176471	FALSE
buflomedil	0.293934426229508	0.78712	0.919789893711249	0.5	4	0.8	FALSE
digitoxigenin	-0.555409836065574	0.11063	0.442858318042813	0.5	4	0.205882352941176	FALSE
carteolol	-0.462950819672131	0.26082	0.6235362	0.5	4	0.42603550295858	FALSE
meclocycline	-0.82	0.00202	0.0356048	1	4	0	TRUE
naringenin	-0.870819672131148	0.00048	0.0106494915254237	1	4	0	TRUE
primaquine	-0.508196721311475	0.17312	0.518041232876712	0.75	4	0.137614678899083	TRUE
amantadine	-0.73672131147541	0.00938	0.10362	0.75	4	0.0392156862745098	TRUE
betulinic acid	-0.443606557377049	0.30896	0.662652359550562	0.5	4	0.451612903225806	FALSE
chlorogenic acid	-0.642295081967213	0.03841	0.245990821256039	0.75	4	0.0687022900763359	TRUE
naltrexone	-0.470983606557377	0.15349	0.493657027027027	0.2	5	0.264044943820225	FALSE
mefloquine	0.217704918032787	0.92697	0.976621415929204	0.4	5	0.985294117647059	FALSE
astemizole	-0.232786885245902	0.89211	0.962713924154988	0.4	5	0.920792079207921	FALSE
ivermectin	0.393606557377049	0.32462	0.671291595576619	0.8	5	0.650537634408602	TRUE
diazoxide	0.399836065573771	0.30727	0.662652359550562	0.8	5	0.364864864864865	TRUE
disulfiram	-0.567704918032787	0.04703	0.268458826086956	0	5	0.143884892086331	FALSE
atropine oxide	0.394098360655738	0.32346	0.670386123417722	0.8	5	0.190789473684211	TRUE
chlorphenamine	0.369672131147541	0.53593	0.80175128	0.75	4	0.424	TRUE
isoconazole	-0.155245901639344	0.99762	0.99936	0.4	5	0.991803278688525	FALSE
clindamycin	0.325573770491803	0.56174	0.812113403083701	0.6	5	0.536231884057971	TRUE
nicergoline	0.449672131147541	0.19304	0.550291106290672	0.6	5	0.193370165745856	TRUE
gallamine triethiodide	-0.275245901639344	0.75741	0.91473305709024	0.4	5	0.735449735449735	FALSE
aminophenazone	0.325081967213115	0.5633	0.812113403083701	0.6	5	0.591549295774648	TRUE
acetylsalicylsalicylic acid	0.530819672131148	0.14207	0.474412321428571	0.75	4	0.0731707317073171	TRUE
nomifensine	0.274098360655738	0.76151	0.91619171875	0.6	5	0.742331288343558	TRUE
nalbuphine	0.406393442622951	0.28997	0.650753628620102	0.8	5	0.203125	TRUE
spironolactone	0.286885245901639	0.71418	0.893749158699809	0.4	5	0.773584905660377	FALSE
terfenadine	-0.49016393442623	0.35618	0.693808958333333	0	3	0.559633027522936	FALSE
neomycin	-0.208524590163934	0.94585	0.983413542494043	0.4	5	0.973404255319149	FALSE
mianserin	-0.349672131147541	0.47009	0.764781217391304	0.2	5	0.401515151515151	FALSE
dizocilpine	-0.251475409836066	0.83931	0.942244245283019	0.4	5	0.812080536912752	FALSE
picotamide	-0.283606557377049	0.72658	0.89868643126177	0.4	5	0.82122905027933	FALSE
pirenzepine	-0.388524590163934	0.33862	0.673469575113809	0.2	5	0.325153374233129	FALSE
cefotaxime	-0.379016393442623	0.36866	0.70141851744186	0.4	5	0.406060606060606	FALSE
thioproperazine	-0.212459016393443	0.93824	0.981927739616613	0.4	5	0.920863309352518	FALSE
dihydrostreptomycin	-0.357540983606557	0.44171	0.752982706480305	0.6	5	0.349397590361446	TRUE
pindolol	-0.477540983606557	0.14344	0.475349265822785	0.6	5	0.219178082191781	TRUE
acenocoumarol	-0.22016393442623	0.92203	0.974212693548387	0.6	5	0.930379746835443	TRUE
triamcinolone	-0.46655737704918	0.16095	0.504027631578947	0.4	5	0.149425287356322	FALSE
tetracycline	-0.382295081967213	0.35787	0.696065126300149	0.6	5	0.566037735849057	TRUE
dihydroergotamine	0.19344262295082	0.97094	0.992937859375	0.6	5	0.963157894736842	TRUE
isoniazid	-0.442131147540984	0.20802	0.567033762993763	0.6	5	0.43125	TRUE
tranexamic acid	-0.735737704918033	0.00277	0.0436859036144578	0.8	5	0.0604026845637584	TRUE
ampyrone	-0.749344262295082	0.00209	0.0359975	1	5	0	TRUE
midodrine	-0.685901639344262	0.00752	0.0863480701754386	0.8	5	0.0827067669172932	TRUE
ranitidine	0.224590163934426	0.91185	0.970859375	0.6	5	0.885245901639344	TRUE
piroxicam	0.415409836065574	0.38928	0.71368	0.5	4	0.297872340425532	FALSE
norfloxacin	0.282950819672131	0.72876	0.89868643126177	0.6	5	0.644628099173554	TRUE
etodolac	0.382950819672131	0.35565	0.693808958333333	0.4	5	0.338235294117647	FALSE
pentetrazol	0.547049180327869	0.12057	0.4509318	1	4	0.1	TRUE
etofylline	0.395245901639344	0.32034	0.669848338658147	0.8	5	0.30327868852459	TRUE
levamisole	0.608688524590164	0.06012	0.309831023622047	1	4	0.0677966101694915	TRUE
tiratricol	-0.374098360655738	0.5206	0.796787235772358	0.5	4	0.578947368421053	FALSE
pyrantel	0.43	0.23488	0.597968187022901	0.8	5	0.141732283464567	TRUE
antimycin A	0.697868852459016	0.00593	0.0745506666666667	1	5	0.0337078651685393	TRUE
scopolamine N-oxide	0.473114754098361	0.15023	0.490401670822943	0.8	5	0.099009900990099	TRUE
chlorzoxazone	0.631311475409836	0.04489	0.2623259375	1	4	0.0982142857142857	TRUE
tranylcypromine	0.600983606557377	0.02913	0.214220056179775	0.8	5	0.0535714285714286	TRUE
pargyline	0.722459016393443	0.01153	0.119783888888889	1	4	0.047244094488189	TRUE
oxolinic acid	0.472295081967213	0.15162	0.492482828784119	0.8	5	0.152	TRUE
fenspiride	0.219672131147541	0.92286	0.974212693548387	0.6	5	0.925233644859813	TRUE
xylometazoline	0.51344262295082	0.16555	0.509373075117371	0.75	4	0.16793893129771	TRUE
hyoscyamine	0.487540983606557	0.12837	0.455383008130081	0.6	5	0.0952380952380952	TRUE
ornidazole	0.471967213114754	0.15215	0.492906206896552	0.8	5	0.148760330578512	TRUE
alverine	0.254590163934426	0.89454	0.963679991783073	0.5	4	0.8875	FALSE
nimesulide	0.447540983606557	0.29907	0.657673996655518	0.5	4	0.343949044585987	FALSE
